id,ja,ko,en,source_commit
283,がむしゃら,죽기살기,Endeavor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
284,ふんか,분화,Eruption,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
285,スキルスワップ,스킬스왑,Skill Swap,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
286,ふういん,봉인,Imprison,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
287,リフレッシュ,리프레시,Refresh,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
288,おんねん,원념,Grudge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
289,よこどり,가로채기,Snatch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
290,ひみつのちから,비밀의힘,Secret Power,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
291,ダイビング,다이빙,Dive,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
292,つっぱり,손바닥치기,Arm Thrust,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
293,ほごしょく,보호색,Camouflage,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
294,ほたるび,반딧불,Tail Glow,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
295,ラスターパージ,러스터퍼지,Luster Purge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
296,ミストボール,미스트볼,Mist Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
297,フェザーダンス,깃털댄스,Feather Dance,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
298,フラフラダンス,흔들흔들댄스,Teeter Dance,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
299,ブレイズキック,블레이즈킥,Blaze Kick,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
300,どろあそび,흙놀이,Mud Sport,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
301,アイスボール,아이스볼,Ice Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
302,ニードルアーム,바늘팔,Needle Arm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
303,なまける,게으름피우기,Slack Off,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
304,ハイパーボイス,하이퍼보이스,Hyper Voice,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
305,どくどくのキバ,맹독엄니,Poison Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
306,ブレイククロー,브레이크클로,Crush Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
307,ブラストバーン,블라스트번,Blast Burn,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
308,ハイドロカノン,하이드로캐논,Hydro Cannon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
309,コメットパンチ,코멧펀치,Meteor Mash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
310,おどろかす,놀래키기,Astonish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
311,ウェザーボール,웨더볼,Weather Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
312,アロマセラピー,아로마테라피,Aromatherapy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
313,うそなき,거짓울음,Fake Tears,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
314,エアカッター,에어커터,Air Cutter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
315,オーバーヒート,오버히트,Overheat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
316,かぎわける,냄새구별,Odor Sleuth,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
317,がんせきふうじ,암석봉인,Rock Tomb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
318,ぎんいろのかぜ,은빛바람,Silver Wind,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
319,きんぞくおん,금속음,Metal Sound,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
320,くさぶえ,풀피리,Grass Whistle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
321,くすぐる,간지르기,Tickle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
322,コスモパワー,코스믹파워,Cosmic Power,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
323,しおふき,해수스파우팅,Water Spout,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
324,シグナルビーム,시그널빔,Signal Beam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
325,シャドーパンチ,섀도펀치,Shadow Punch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
326,じんつうりき,신통력,Extrasensory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
327,スカイアッパー,스카이어퍼,Sky Uppercut,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
328,すなじごく,모래지옥,Sand Tomb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
329,ぜったいれいど,절대영도,Sheer Cold,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
330,だくりゅう,탁류,Muddy Water,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
331,タネマシンガン,씨기관총,Bullet Seed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
332,つばめがえし,제비반환,Aerial Ace,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
333,つららばり,고드름침,Icicle Spear,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
334,てっぺき,철벽,Iron Defense,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
335,とおせんぼう,블록,Block,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
336,とおぼえ,멀리짖기,Howl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
337,ドラゴンクロー,드래곤클로,Dragon Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
338,ハードプラント,하드플랜트,Frenzy Plant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
339,ビルドアップ,벌크업,Bulk Up,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
340,とびはねる,뛰어오르기,Bounce,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
341,マッドショット,머드샷,Mud Shot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
342,ポイズンテール,포이즌테일,Poison Tail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
343,ほしがる,탐내기,Covet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
344,ボルテッカー,볼트태클,Volt Tackle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
345,マジカルリーフ,매지컬리프,Magical Leaf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
346,みずあそび,물놀이,Water Sport,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
347,めいそう,명상,Calm Mind,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
348,リーフブレード,리프블레이드,Leaf Blade,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
349,りゅうのまい,용의춤,Dragon Dance,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
350,ロックブラスト,록블라스트,Rock Blast,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
351,でんげきは,전격파,Shock Wave,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
352,みずのはどう,물의파동,Water Pulse,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
353,はめつのねがい,파멸의소원,Doom Desire,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
354,サイコブースト,사이코부스트,Psycho Boost,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
355,はねやすめ,날개쉬기,Roost,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
356,じゅうりょく,중력,Gravity,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
357,ミラクルアイ,미라클아이,Miracle Eye,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
358,めざましビンタ,잠깨움뺨치기,Wake-Up Slap,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
359,アームハンマー,암해머,Hammer Arm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
360,ジャイロボール,자이로볼,Gyro Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
361,いやしのねがい,치유소원,Healing Wish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
362,しおみず,소금물,Brine,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
363,しぜんのめぐみ,자연의은혜,Natural Gift,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
364,フェイント,페인트,Feint,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
365,ついばむ,쪼아대기,Pluck,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
366,おいかぜ,순풍,Tailwind,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
367,つぼをつく,경혈찌르기,Acupressure,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
368,メタルバースト,메탈버스트,Metal Burst,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
369,とんぼがえり,유턴,U-turn,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
370,インファイト,인파이트,Close Combat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
371,しっぺがえし,보복,Payback,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
372,ダメおし,승부굳히기,Assurance,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
373,さしおさえ,금제,Embargo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
374,なげつける,내던지기,Fling,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
375,サイコシフト,사이코시프트,Psycho Shift,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
376,きりふだ,마지막수단,Trump Card,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
377,かいふくふうじ,회복봉인,Heal Block,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
378,しぼりとる,쥐어짜기,Wring Out,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
379,パワートリック,파워트릭,Power Trick,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
380,いえき,위액,Gastro Acid,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
381,おまじない,주술,Lucky Chant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
382,さきどり,선취,Me First,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
383,まねっこ,흉내쟁이,Copycat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
384,パワースワップ,파워스왑,Power Swap,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
385,ガードスワップ,가드스왑,Guard Swap,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
386,おしおき,혼내기,Punishment,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
387,とっておき,비장의무기,Last Resort,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
388,なやみのタネ,고민씨,Worry Seed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
389,ふいうち,기습,Sucker Punch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
390,どくびし,독압정,Toxic Spikes,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
391,ハートスワップ,하트스왑,Heart Swap,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
392,アクアリング,아쿠아링,Aqua Ring,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
393,でんじふゆう,전자부유,Magnet Rise,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
394,フレアドライブ,플레어드라이브,Flare Blitz,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
395,はっけい,발경,Force Palm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
396,はどうだん,파동탄,Aura Sphere,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
397,ロックカット,록커트,Rock Polish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
398,どくづき,독찌르기,Poison Jab,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
399,あくのはどう,악의파동,Dark Pulse,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
400,つじぎり,깜짝베기,Night Slash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
401,アクアテール,아쿠아테일,Aqua Tail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
402,タネばくだん,씨폭탄,Seed Bomb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
403,エアスラッシュ,에어슬래시,Air Slash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
404,シザークロス,시저크로스,X-Scissor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
405,むしのさざめき,벌레의야단법석,Bug Buzz,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
406,りゅうのはどう,용의파동,Dragon Pulse,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
407,ドラゴンダイブ,드래곤다이브,Dragon Rush,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
408,パワージェム,파워젬,Power Gem,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
409,ドレインパンチ,드레인펀치,Drain Punch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
410,しんくうは,진공파,Vacuum Wave,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
411,きあいだま,기합구슬,Focus Blast,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
412,エナジーボール,에너지볼,Energy Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
413,ブレイブバード,브레이브버드,Brave Bird,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
414,だいちのちから,대지의힘,Earth Power,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
415,すりかえ,바꿔치기,Switcheroo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
416,ギガインパクト,기가임팩트,Giga Impact,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
417,わるだくみ,나쁜음모,Nasty Plot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
418,バレットパンチ,불릿펀치,Bullet Punch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
419,ゆきなだれ,눈사태,Avalanche,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
420,こおりのつぶて,얼음뭉치,Ice Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
421,シャドークロー,섀도클로,Shadow Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
422,かみなりのキバ,번개엄니,Thunder Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
423,こおりのキバ,얼음엄니,Ice Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
424,ほのおのキバ,불꽃엄니,Fire Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
425,かげうち,야습,Shadow Sneak,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
426,どろばくだん,진흙폭탄,Mud Bomb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
427,サイコカッター,사이코커터,Psycho Cut,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
428,しねんのずつき,사념의박치기,Zen Headbutt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
429,ミラーショット,미러샷,Mirror Shot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
430,ラスターカノン,러스터캐논,Flash Cannon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
431,ロッククライム,록클라임,Rock Climb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
432,きりばらい,안개제거,Defog,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
433,トリックルーム,트릭룸,Trick Room,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
434,りゅうせいぐん,용성군,Draco Meteor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
435,ほうでん,방전,Discharge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
436,ふんえん,분연,Lava Plume,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
437,リーフストーム,리프스톰,Leaf Storm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
438,パワーウィップ,파워휩,Power Whip,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
439,がんせきほう,암석포,Rock Wrecker,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
440,クロスポイズン,크로스포이즌,Cross Poison,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
441,ダストシュート,더스트슈트,Gunk Shot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
442,アイアンヘッド,아이언헤드,Iron Head,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
443,マグネットボム,마그넷봄,Magnet Bomb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
444,ストーンエッジ,스톤에지,Stone Edge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
445,ゆうわく,유혹,Captivate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
446,ステルスロック,스텔스록,Stealth Rock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
447,くさむすび,풀묶기,Grass Knot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
448,おしゃべり,수다,Chatter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
449,さばきのつぶて,심판의뭉치,Judgment,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
450,むしくい,벌레먹기,Bug Bite,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
451,チャージビーム,차지빔,Charge Beam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
452,ウッドハンマー,우드해머,Wood Hammer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
453,アクアジェット,아쿠아제트,Aqua Jet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
454,こうげきしれい,공격지령,Attack Order,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
455,ぼうぎょしれい,방어지령,Defend Order,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
456,かいふくしれい,회복지령,Heal Order,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
457,もろはのずつき,양날박치기,Head Smash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
458,ダブルアタック,더블어택,Double Hit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
459,ときのほうこう,시간의포효,Roar of Time,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
460,あくうせつだん,공간절단,Spacial Rend,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
461,みかづきのまい,초승달춤,Lunar Dance,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
462,にぎりつぶす,묵사발,Crush Grip,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
463,マグマストーム,마그마스톰,Magma Storm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
464,ダークホール,다크홀,Dark Void,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
465,シードフレア,시드플레어,Seed Flare,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
466,あやしいかぜ,괴상한바람,Ominous Wind,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
467,シャドーダイブ,섀도다이브,Shadow Force,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
468,つめとぎ,손톱갈기,Hone Claws,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
469,ワイドガード,와이드가드,Wide Guard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
470,ガードシェア,가드셰어,Guard Split,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
471,パワーシェア,파워셰어,Power Split,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
472,ワンダールーム,원더룸,Wonder Room,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
473,サイコショック,사이코쇼크,Psyshock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
474,ベノムショック,베놈쇼크,Venoshock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
475,ボディパージ,바디퍼지,Autotomize,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
476,いかりのこな,분노가루,Rage Powder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
477,テレキネシス,텔레키네시스,Telekinesis,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
478,マジックルーム,매직룸,Magic Room,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
479,うちおとす,떨어뜨리기,Smack Down,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
480,やまあらし,업어후리기,Storm Throw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
481,はじけるほのお,불꽃튀기기,Flame Burst,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
482,ヘドロウェーブ,오물웨이브,Sludge Wave,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
483,ちょうのまい,나비춤,Quiver Dance,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
484,ヘビーボンバー,헤비봄버,Heavy Slam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
485,シンクロノイズ,싱크로노이즈,Synchronoise,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
486,エレキボール,일렉트릭볼,Electro Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
487,みずびたし,물붓기,Soak,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
488,ニトロチャージ,니트로차지,Flame Charge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
489,とぐろをまく,똬리틀기,Coil,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
490,ローキック,로킥,Low Sweep,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
491,アシッドボム,애시드봄,Acid Spray,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
492,イカサマ,속임수,Foul Play,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
493,シンプルビーム,심플빔,Simple Beam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
494,なかまづくり,동료만들기,Entrainment,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
495,おさきにどうぞ,당신먼저,After You,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
496,りんしょう,돌림노래,Round,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
497,エコーボイス,에코보이스,Echoed Voice,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
498,なしくずし,야금야금,Chip Away,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
499,クリアスモッグ,클리어스모그,Clear Smog,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
500,アシストパワー,어시스트파워,Stored Power,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
501,ファストガード,패스트가드,Quick Guard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
502,サイドチェンジ,사이드체인지,Ally Switch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
503,ねっとう,열탕,Scald,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
504,からをやぶる,껍질깨기,Shell Smash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
505,いやしのはどう,치유파동,Heal Pulse,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
506,たたりめ,병상첨병,Hex,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
507,フリーフォール,프리폴,Sky Drop,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
508,ギアチェンジ,기어체인지,Shift Gear,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
509,ともえなげ,배대뒤치기,Circle Throw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
510,やきつくす,불태우기,Incinerate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
511,さきおくり,순서미루기,Quash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
512,アクロバット,애크러뱃,Acrobatics,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
513,ミラータイプ,미러타입,Reflect Type,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
514,かたきうち,원수갚기,Retaliate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
515,いのちがけ,목숨걸기,Final Gambit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
516,ギフトパス,기프트패스,Bestow,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
517,れんごく,연옥,Inferno,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
518,みずのちかい,물의맹세,Water Pledge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
519,ほのおのちかい,불꽃의맹세,Fire Pledge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
520,くさのちかい,풀의맹세,Grass Pledge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
521,ボルトチェンジ,볼트체인지,Volt Switch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
522,むしのていこう,벌레의저항,Struggle Bug,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
523,じならし,땅고르기,Bulldoze,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
524,こおりのいぶき,얼음숨결,Frost Breath,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
525,ドラゴンテール,드래곤테일,Dragon Tail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
526,ふるいたてる,분발,Work Up,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
527,エレキネット,일렉트릭네트,Electroweb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
528,ワイルドボルト,와일드볼트,Wild Charge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
529,ドリルライナー,드릴라이너,Drill Run,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
530,ダブルチョップ,더블촙,Dual Chop,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
531,ハートスタンプ,하트스탬프,Heart Stamp,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
532,ウッドホーン,우드혼,Horn Leech,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
533,せいなるつるぎ,성스러운칼,Sacred Sword,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
534,シェルブレード,셸블레이드,Razor Shell,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
535,ヒートスタンプ,히트스탬프,Heat Crash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
536,グラスミキサー,그래스믹서,Leaf Tornado,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
537,ハードローラー,하드롤러,Steamroller,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
538,コットンガード,코튼가드,Cotton Guard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
539,ナイトバースト,나이트버스트,Night Daze,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
540,サイコブレイク,사이코브레이크,Psystrike,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
541,スイープビンタ,스위프뺨치기,Tail Slap,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
542,ぼうふう,폭풍,Hurricane,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
543,アフロブレイク,아프로브레이크,Head Charge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
544,ギアソーサー,기어소서,Gear Grind,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
545,かえんだん,화염탄,Searing Shot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
546,テクノバスター,테크노버스터,Techno Blast,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
547,いにしえのうた,옛노래,Relic Song,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
548,しんぴのつるぎ,신비의칼,Secret Sword,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
549,こごえるせかい,얼어붙은세계,Glaciate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
550,らいげき,뇌격,Bolt Strike,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
551,あおいほのお,푸른불꽃,Blue Flare,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
552,ほのおのまい,불꽃춤,Fiery Dance,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
553,フリーズボルト,프리즈볼트,Freeze Shock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
554,コールドフレア,콜드플레어,Ice Burn,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
555,バークアウト,바크아웃,Snarl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
