id,ja,ko,en,source_commit
291,テッカニン,아이스크,Ninjask,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
292,ヌケニン,껍질몬,Shedinja,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
293,ゴニョニョ,소곤룡,Whismur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
294,ドゴーム,노공룡,Loudred,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
295,バクオング,폭음룡,Exploud,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
296,マクノシタ,마크탕,Makuhita,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
297,ハリテヤマ,하리뭉,Hariyama,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
298,ルリリ,루리리,Azurill,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
299,ノズパス,코코파스,Nosepass,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
300,エネコ,에나비,Skitty,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
301,エネコロロ,델케티,Delcatty,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
302,ヤミラミ,깜까미,Sableye,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
303,クチート,입치트,Mawile,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
304,ココドラ,가보리,Aron,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
305,コドラ,갱도라,Lairon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
306,ボスゴドラ,보스로라,Aggron,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
307,アサナン,요가랑,Meditite,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
308,チャーレム,요가램,Medicham,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
309,ラクライ,썬더라이,Electrike,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
310,ライボルト,썬더볼트,Manectric,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
311,プラスル,플러시,Plusle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
312,マイナン,마이농,Minun,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
313,バルビート,볼비트,Volbeat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
314,イルミーゼ,네오비트,Illumise,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
315,ロゼリア,로젤리아,Roselia,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
316,ゴクリン,꼴깍몬,Gulpin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
317,マルノーム,꿀꺽몬,Swalot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
318,キバニア,샤프니아,Carvanha,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
319,サメハダー,샤크니아,Sharpedo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
320,ホエルコ,고래왕자,Wailmer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
321,ホエルオー,고래왕,Wailord,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
322,ドンメル,둔타,Numel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
323,バクーダ,폭타,Camerupt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
324,コータス,코터스,Torkoal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
325,バネブー,피그점프,Spoink,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
326,ブーピッグ,피그킹,Grumpig,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
327,パッチール,얼루기,Spinda,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
328,ナックラー,톱치,Trapinch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
329,ビブラーバ,비브라바,Vibrava,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
330,フライゴン,플라이곤,Flygon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
331,サボネア,선인왕,Cacnea,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
332,ノクタス,밤선인,Cacturne,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
333,チルット,파비코,Swablu,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
334,チルタリス,파비코리,Altaria,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
335,ザングース,쟝고,Zangoose,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
336,ハブネーク,세비퍼,Seviper,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
337,ルナトーン,루나톤,Lunatone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
338,ソルロック,솔록,Solrock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
339,ドジョッチ,미꾸리,Barboach,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
340,ナマズン,메깅,Whiscash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
341,ヘイガニ,가재군,Corphish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
342,シザリガー,가재장군,Crawdaunt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
343,ヤジロン,오뚝군,Baltoy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
344,ネンドール,점토도리,Claydol,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
345,リリーラ,릴링,Lileep,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
346,ユレイドル,릴리요,Cradily,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
347,アノプス,아노딥스,Anorith,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
348,アーマルド,아말도,Armaldo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
349,ヒンバス,빈티나,Feebas,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
350,ミロカロス,밀로틱,Milotic,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
351,ポワルン,캐스퐁,Castform,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
352,カクレオン,켈리몬,Kecleon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
353,カゲボウズ,어둠대신,Shuppet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
354,ジュペッタ,다크펫,Banette,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
355,ヨマワル,해골몽,Duskull,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
356,サマヨール,미라몽,Dusclops,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
357,トロピウス,트로피우스,Tropius,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
358,チリーン,치렁,Chimecho,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
359,アブソル,앱솔,Absol,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
360,ソーナノ,마자,Wynaut,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
361,ユキワラシ,눈꼬마,Snorunt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
362,オニゴーリ,얼음귀신,Glalie,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
363,タマザラシ,대굴레오,Spheal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
364,トドグラー,씨레오,Sealeo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
365,トドゼルガ,씨카이저,Walrein,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
366,パールル,진주몽,Clamperl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
367,ハンテール,헌테일,Huntail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
368,サクラビス,분홍장이,Gorebyss,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
369,ジーランス,시라칸,Relicanth,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
370,ラブカス,사랑동이,Luvdisc,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
371,タツベイ,아공이,Bagon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
372,コモルー,쉘곤,Shelgon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
373,ボーマンダ,보만다,Salamence,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
374,ダンバル,메탕,Beldum,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
375,メタング,메탕구,Metang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
376,メタグロス,메타그로스,Metagross,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
377,レジロック,레지락,Regirock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
378,レジアイス,레지아이스,Regice,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
379,レジスチル,레지스틸,Registeel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
380,ラティアス,라티아스,Latias,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
381,ラティオス,라티오스,Latios,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
382,カイオーガ,가이오가,Kyogre,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
383,グラードン,그란돈,Groudon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
384,レックウザ,레쿠쟈,Rayquaza,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
385,ジラーチ,지라치,Jirachi,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
386,デオキシス,테오키스,Deoxys,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
387,ナエトル,모부기,Turtwig,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
388,ハヤシガメ,수풀부기,Grotle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
389,ドダイトス,토대부기,Torterra,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
390,ヒコザル,불꽃숭이,Chimchar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
391,モウカザル,파이숭이,Monferno,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
392,ゴウカザル,초염몽,Infernape,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
393,ポッチャマ,팽도리,Piplup,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
394,ポッタイシ,팽태자,Prinplup,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
395,エンペルト,엠페르트,Empoleon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
396,ムックル,찌르꼬,Starly,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
397,ムクバード,찌르버드,Staravia,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
398,ムクホーク,찌르호크,Staraptor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
399,ビッパ,비버니,Bidoof,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
400,ビーダル,비버통,Bibarel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
401,コロボーシ,귀뚤뚜기,Kricketot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
402,コロトック,귀뚤톡크,Kricketune,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
403,コリンク,꼬링크,Shinx,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
404,ルクシオ,럭시오,Luxio,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
405,レントラー,렌트라,Luxray,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
406,スボミー,꼬몽울,Budew,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
407,ロズレイド,로즈레이드,Roserade,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
408,ズガイドス,두개도스,Cranidos,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
409,ラムパルド,램펄드,Rampardos,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
410,タテトプス,방패톱스,Shieldon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
411,トリデプス,바리톱스,Bastiodon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
412,ミノムッチ,도롱충이,Burmy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
413,ミノマダム,도롱마담,Wormadam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
414,ガーメイル,나메일,Mothim,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
415,ミツハニー,세꿀버리,Combee,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
416,ビークイン,비퀸,Vespiquen,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
417,パチリス,파치리스,Pachirisu,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
418,ブイゼル,브이젤,Buizel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
419,フローゼル,플로젤,Floatzel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
420,チェリンボ,체리버,Cherubi,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
421,チェリム,체리꼬,Cherrim,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
422,カラナクシ,깝질무,Shellos,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
423,トリトドン,트리토돈,Gastrodon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
424,エテボース,겟핸보숭,Ambipom,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
425,フワンテ,흔들풍손,Drifloon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
426,フワライド,둥실라이드,Drifblim,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
427,ミミロル,이어롤,Buneary,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
428,ミミロップ,이어롭,Lopunny,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
429,ムウマージ,무우마직,Mismagius,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
430,ドンカラス,돈크로우,Honchkrow,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
431,ニャルマー,나옹마,Glameow,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
432,ブニャット,몬냥이,Purugly,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
433,リーシャン,랑딸랑,Chingling,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
434,スカンプー,스컹뿡,Stunky,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
435,スカタンク,스컹탱크,Skuntank,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
436,ドーミラー,동미러,Bronzor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
437,ドータクン,동탁군,Bronzong,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
438,ウソハチ,꼬지지,Bonsly,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
439,マネネ,흉내내,Mime Jr.,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
440,ピンプク,핑복,Happiny,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
441,ペラップ,페라페,Chatot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
442,ミカルゲ,화강돌,Spiritomb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
443,フカマル,딥상어동,Gible,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
444,ガバイト,한바이트,Gabite,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
445,ガブリアス,한카리아스,Garchomp,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
446,ゴンベ,먹고자,Munchlax,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
447,リオル,리오르,Riolu,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
448,ルカリオ,루카리오,Lucario,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
449,ヒポポタス,히포포타스,Hippopotas,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
450,カバルドン,하마돈,Hippowdon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
451,スコルピ,스콜피,Skorupi,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
452,ドラピオン,드래피온,Drapion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
453,グレッグル,삐딱구리,Croagunk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
454,ドクロッグ,독개굴,Toxicroak,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
455,マスキッパ,무스틈니,Carnivine,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
456,ケイコウオ,형광어,Finneon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
457,ネオラント,네오라이트,Lumineon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
458,タマンタ,타만타,Mantyke,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
459,ユキカブリ,눈쓰개,Snover,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
460,ユキノオー,눈설왕,Abomasnow,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
461,マニューラ,포푸니라,Weavile,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
462,ジバコイル,자포코일,Magnezone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
463,ベロベルト,내룸벨트,Lickilicky,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
464,ドサイドン,거대코뿌리,Rhyperior,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
465,モジャンボ,덩쿠림보,Tangrowth,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
466,エレキブル,에레키블,Electivire,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
467,ブーバーン,마그마번,Magmortar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
468,トゲキッス,토게키스,Togekiss,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
469,メガヤンマ,메가자리,Yanmega,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
470,リーフィア,리피아,Leafeon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
471,グレイシア,글레이시아,Glaceon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
472,グライオン,글라이온,Gliscor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
473,マンムー,맘모꾸리,Mamoswine,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
474,ポリゴンＺ,폴리곤Z,Porygon-Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
475,エルレイド,엘레이드,Gallade,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
476,ダイノーズ,대코파스,Probopass,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
477,ヨノワール,야느와르몽,Dusknoir,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
478,ユキメノコ,눈여아,Froslass,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
479,ロトム,로토무,Rotom,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
480,ユクシー,유크시,Uxie,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
481,エムリット,엠라이트,Mesprit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
482,アグノム,아그놈,Azelf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
483,ディアルガ,디아루가,Dialga,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
484,パルキア,펄기아,Palkia,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
485,ヒードラン,히드런,Heatran,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
486,レジギガス,레지기가스,Regigigas,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
487,ギラティナ,기라티나,Giratina,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
488,クレセリア,크레세리아,Cresselia,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
489,フィオネ,피오네,Phione,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
490,マナフィ,마나피,Manaphy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
491,ダークライ,다크라이,Darkrai,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
492,シェイミ,쉐이미,Shaymin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
493,アルセウス,아르세우스,Arceus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
494,ビクティニ,비크티니,Victini,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
495,ツタージャ,주리비얀,Snivy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
496,ジャノビー,샤비,Servine,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
497,ジャローダ,샤로다,Serperior,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
498,ポカブ,뚜꾸리,Tepig,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
499,チャオブー,차오꿀,Pignite,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
500,エンブオー,염무왕,Emboar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
501,ミジュマル,수댕이,Oshawott,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
502,フタチマル,쌍검자비,Dewott,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
503,ダイケンキ,대검귀,Samurott,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
504,ミネズミ,보르쥐,Patrat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
505,ミルホッグ,보르그,Watchog,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
506,ヨーテリー,요테리,Lillipup,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
507,ハーデリア,하데리어,Herdier,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
508,ムーランド,바랜드,Stoutland,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
509,チョロネコ,쌔비냥,Purrloin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
510,レパルダス,레파르다스,Liepard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
511,ヤナップ,야나프,Pansage,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
512,ヤナッキー,야나키,Simisage,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
513,バオップ,바오프,Pansear,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
514,バオッキー,바오키,Simisear,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
515,ヒヤップ,앗차프,Panpour,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
516,ヒヤッキー,앗차키,Simipour,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
517,ムンナ,몽나,Munna,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
518,ムシャーナ,몽얌나,Musharna,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
519,マメパト,콩둘기,Pidove,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
520,ハトーボー,유토브,Tranquill,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
521,ケンホロウ,켄호로우,Unfezant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
522,シママ,줄뮤마,Blitzle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
523,ゼブライカ,제브라이카,Zebstrika,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
524,ダンゴロ,단굴,Roggenrola,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
525,ガントル,암트르,Boldore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
526,ギガイアス,기가이어스,Gigalith,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
527,コロモリ,또르박쥐,Woobat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
528,ココロモリ,맘박쥐,Swoobat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
529,モグリュー,두더류,Drilbur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
530,ドリュウズ,몰드류,Excadrill,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
531,タブンネ,다부니,Audino,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
532,ドッコラー,으랏차,Timburr,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
533,ドテッコツ,토쇠골,Gurdurr,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
534,ローブシン,노보청,Conkeldurr,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
535,オタマロ,동챙이,Tympole,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
536,ガマガル,두까비,Palpitoad,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
537,ガマゲロゲ,두빅굴,Seismitoad,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
538,ナゲキ,던지미,Throh,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
539,ダゲキ,타격귀,Sawk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
540,クルミル,두르보,Sewaddle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
541,クルマユ,두르쿤,Swadloon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
542,ハハコモリ,모아머,Leavanny,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
543,フシデ,마디네,Venipede,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
544,ホイーガ,휠구,Whirlipede,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
545,ペンドラー,펜드라,Scolipede,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
546,モンメン,소미안,Cottonee,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
547,エルフーン,엘풍,Whimsicott,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
548,チュリネ,치릴리,Petilil,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
549,ドレディア,드레디어,Lilligant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
550,バスラオ,배쓰나이,Basculin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
551,メグロコ,깜눈크,Sandile,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
552,ワルビル,악비르,Krokorok,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
553,ワルビアル,악비아르,Krookodile,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
554,ダルマッカ,달막화,Darumaka,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
555,ヒヒダルマ,불비달마,Darmanitan,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
556,マラカッチ,마라카치,Maractus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
557,イシズマイ,돌살이,Dwebble,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
558,イワパレス,암팰리스,Crustle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
559,ズルッグ,곤율랭,Scraggy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
560,ズルズキン,곤율거니,Scrafty,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
561,シンボラー,심보러,Sigilyph,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
562,デスマス,데스마스,Yamask,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
563,デスカーン,데스니칸,Cofagrigus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
564,プロトーガ,프로토가,Tirtouga,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
565,アバゴーラ,늑골라,Carracosta,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
566,アーケン,아켄,Archen,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
567,アーケオス,아케오스,Archeops,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
568,ヤブクロン,깨봉이,Trubbish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
569,ダストダス,더스트나,Garbodor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
570,ゾロア,조로아,Zorua,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
571,ゾロアーク,조로아크,Zoroark,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
572,チラーミィ,치라미,Minccino,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
573,チラチーノ,치라치노,Cinccino,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
574,ゴチム,고디탱,Gothita,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
575,ゴチミル,고디보미,Gothorita,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
576,ゴチルゼル,고디모아젤,Gothitelle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
577,ユニラン,유니란,Solosis,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
578,ダブラン,듀란,Duosion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
579,ランクルス,란쿨루스,Reuniclus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
