id,ja,ko,en,source_commit
279,しれいとう,사령탑,Commander,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
280,でんきにかえる,전기로바꾸기,Electromorphosis,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
281,こだいかっせい,고대활성,Protosynthesis,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
282,クォークチャージ,쿼크차지,Quark Drive,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
283,おうごんのからだ,황금몸,Good as Gold,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
284,わざわいのうつわ,재앙의그릇,Vessel of Ruin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
285,わざわいのつるぎ,재앙의검,Sword of Ruin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
286,わざわいのおふだ,재앙의목간,Tablets of Ruin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
287,わざわいのたま,재앙의구슬,Beads of Ruin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
288,ひひいろのこどう,진홍빛고동,Orichalcum Pulse,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
289,ハドロンエンジン,하드론엔진,Hadron Engine,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
290,びんじょう,편승,Opportunist,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
291,はんすう,되새김질,Cud Chew,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
292,きれあじ,예리함,Sharpness,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
293,そうだいしょう,총대장,Supreme Overlord,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
294,きょうえん,협연,Costar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
295,どくげしょう,독치장,Toxic Debris,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
296,テイルアーマー,테일아머,Armor Tail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
297,どしょく,흙먹기,Earth Eater,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
298,きんしのちから,균사의힘,Mycelium Might,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
299,おもてなし,대접,Hospitality,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
300,しんがん,심안,Mind’s Eye,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
301,おもかげやどし,초상투영,Embody Aspect,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
302,おもかげやどし,초상투영,Embody Aspect,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
303,おもかげやどし,초상투영,Embody Aspect,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
304,おもかげやどし,초상투영,Embody Aspect,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
305,どくのくさり,독사슬,Toxic Chain,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
306,かんろなミツ,감미로운꿀,Supersweet Syrup,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
307,テラスチェンジ,테라체인지,Tera Shift,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
308,テラスシェル,테라셸,Tera Shell,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
309,ゼロフォーミング,제로포밍,Teraform Zero,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
310,どくくぐつ,독조종,Poison Puppeteer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
