species_num,species,species_ja,species_ko,full_name,form_name,form_index,form_index_basis,introduced_gen,state_kind,battle_only,cosmetic,type1,type2,hp,atk,def,spe,spa,spd,abilities,required_item,required_move,required_ability,required_tera_type,changes_from,battle_only_from,nonstandard,source,notes,form_argument,form_argument_basis,verification_status
201,Unown,アンノーン,안농,Unown-O,O,14,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-P,P,15,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-Q,Q,16,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-R,R,17,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-S,S,18,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-T,T,19,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-U,U,20,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-V,V,21,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-W,W,22,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-X,X,23,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-Y,Y,24,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-Z,Z,25,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-Exclamation,Exclamation,26,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
201,Unown,アンノーン,안농,Unown-Question,Question,27,showdown_formeOrder,2,cosmetic_identity,no,yes,Psychic,,48,72,48,48,72,48,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base.",,,reference_order_only
208,Steelix,ハガネール,강철톤,Steelix,Base,0,showdown_formeOrder,2,base_form,no,no,Steel,Ground,75,85,200,30,55,65,Rock Head|Sturdy|Sheer Force,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
208,Steelix,ハガネール,강철톤,Steelix-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Steel,Ground,75,125,230,30,55,95,Sand Force,Steelixite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
211,Qwilfish,ハリーセン,침바루,Qwilfish,Base,0,showdown_formeOrder,2,base_form,no,no,Water,Poison,65,95,85,85,55,55,Poison Point|Swift Swim|Intimidate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
211,Qwilfish,ハリーセン,침바루,Qwilfish-Hisui,Hisui,1,showdown_formeOrder,8,persistent_identity,no,no,Dark,Poison,65,95,85,85,55,55,Poison Point|Swift Swim|Intimidate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
212,Scizor,ハッサム,핫삼,Scizor,Base,0,showdown_formeOrder,2,base_form,no,no,Bug,Steel,70,130,100,65,55,80,Swarm|Technician|Light Metal,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
212,Scizor,ハッサム,핫삼,Scizor-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Bug,Steel,70,150,140,75,65,100,Technician,Scizorite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
214,Heracross,ヘラクロス,헤라크로스,Heracross,Base,0,showdown_formeOrder,2,base_form,no,no,Bug,Fighting,80,125,75,85,40,95,Swarm|Guts|Moxie,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
214,Heracross,ヘラクロス,헤라크로스,Heracross-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Bug,Fighting,80,185,115,75,40,105,Skill Link,Heracronite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
215,Sneasel,ニューラ,포푸니,Sneasel,Base,0,showdown_formeOrder,2,base_form,no,no,Dark,Ice,55,95,55,115,35,75,Inner Focus|Keen Eye|Pickpocket,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
215,Sneasel,ニューラ,포푸니,Sneasel-Hisui,Hisui,1,showdown_formeOrder,8,persistent_identity,no,no,Fighting,Poison,55,95,55,115,35,75,Inner Focus|Keen Eye|Pickpocket,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
222,Corsola,サニーゴ,코산호,Corsola,Base,0,showdown_formeOrder,2,base_form,no,no,Water,Rock,65,55,95,35,65,95,Hustle|Natural Cure|Regenerator,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
222,Corsola,サニーゴ,코산호,Corsola-Galar,Galar,1,showdown_formeOrder,8,persistent_identity,no,no,Ghost,,60,55,100,30,65,100,Weak Armor|Cursed Body,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
227,Skarmory,エアームド,무장조,Skarmory,Base,0,showdown_formeOrder,2,base_form,no,no,Steel,Flying,65,80,140,70,40,70,Keen Eye|Sturdy|Weak Armor,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
227,Skarmory,エアームド,무장조,Skarmory-Mega,Mega,1,showdown_formeOrder,9,battle_transformation,no,no,Steel,Flying,65,140,110,110,40,100,Stalwart,Skarmorite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
229,Houndoom,ヘルガー,헬가,Houndoom,Base,0,showdown_formeOrder,2,base_form,no,no,Dark,Fire,75,90,50,95,110,80,Early Bird|Flash Fire|Unnerve,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
229,Houndoom,ヘルガー,헬가,Houndoom-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Dark,Fire,75,90,90,115,140,90,Solar Power,Houndoominite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
248,Tyranitar,バンギラス,마기라스,Tyranitar,Base,0,showdown_formeOrder,2,base_form,no,no,Rock,Dark,100,134,110,61,95,100,Sand Stream|Unnerve,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
248,Tyranitar,バンギラス,마기라스,Tyranitar-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Rock,Dark,100,164,150,71,95,120,Sand Stream,Tyranitarite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
254,Sceptile,ジュカイン,나무킹,Sceptile,Base,0,showdown_formeOrder,3,base_form,no,no,Grass,,70,85,65,120,105,85,Overgrow|Unburden,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
254,Sceptile,ジュカイン,나무킹,Sceptile-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Grass,Dragon,70,110,75,145,145,85,Lightning Rod,Sceptilite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
257,Blaziken,バシャーモ,번치코,Blaziken,Base,0,showdown_formeOrder,3,base_form,no,no,Fire,Fighting,80,120,70,80,110,70,Blaze|Speed Boost,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
257,Blaziken,バシャーモ,번치코,Blaziken-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Fire,Fighting,80,160,80,100,130,80,Speed Boost,Blazikenite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
260,Swampert,ラグラージ,대짱이,Swampert,Base,0,showdown_formeOrder,3,base_form,no,no,Water,Ground,100,110,90,60,85,90,Torrent|Damp,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
260,Swampert,ラグラージ,대짱이,Swampert-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Water,Ground,100,150,110,70,95,110,Swift Swim,Swampertite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
263,Zigzagoon,ジグザグマ,지그제구리,Zigzagoon,Base,0,showdown_formeOrder,3,base_form,no,no,Normal,,38,30,41,60,30,41,Pickup|Gluttony|Quick Feet,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
263,Zigzagoon,ジグザグマ,지그제구리,Zigzagoon-Galar,Galar,1,showdown_formeOrder,8,persistent_identity,no,no,Dark,Normal,38,30,41,60,30,41,Pickup|Gluttony|Quick Feet,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
264,Linoone,マッスグマ,직구리,Linoone,Base,0,showdown_formeOrder,3,base_form,no,no,Normal,,78,70,61,100,50,61,Pickup|Gluttony|Quick Feet,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
264,Linoone,マッスグマ,직구리,Linoone-Galar,Galar,1,showdown_formeOrder,8,persistent_identity,no,no,Dark,Normal,78,70,61,100,50,61,Pickup|Gluttony|Quick Feet,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
282,Gardevoir,サーナイト,가디안,Gardevoir,Base,0,showdown_formeOrder,3,base_form,no,no,Psychic,Fairy,68,65,65,80,125,115,Synchronize|Trace|Telepathy,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
282,Gardevoir,サーナイト,가디안,Gardevoir-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Psychic,Fairy,68,85,65,100,165,135,Pixilate,Gardevoirite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
302,Sableye,ヤミラミ,깜까미,Sableye,Base,0,showdown_formeOrder,3,base_form,no,no,Dark,Ghost,50,75,75,50,65,65,Keen Eye|Stall|Prankster,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
302,Sableye,ヤミラミ,깜까미,Sableye-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Dark,Ghost,50,85,125,20,85,115,Magic Bounce,Sablenite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
303,Mawile,クチート,입치트,Mawile,Base,0,showdown_formeOrder,3,base_form,no,no,Steel,Fairy,50,85,85,50,55,55,Hyper Cutter|Intimidate|Sheer Force,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
303,Mawile,クチート,입치트,Mawile-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Steel,Fairy,50,105,125,50,55,95,Huge Power,Mawilite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
306,Aggron,ボスゴドラ,보스로라,Aggron,Base,0,showdown_formeOrder,3,base_form,no,no,Steel,Rock,70,110,180,50,60,60,Sturdy|Rock Head|Heavy Metal,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
306,Aggron,ボスゴドラ,보스로라,Aggron-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Steel,,70,140,230,50,60,80,Filter,Aggronite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
308,Medicham,チャーレム,요가램,Medicham,Base,0,showdown_formeOrder,3,base_form,no,no,Fighting,Psychic,60,60,75,80,60,75,Pure Power|Telepathy,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
308,Medicham,チャーレム,요가램,Medicham-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Fighting,Psychic,60,100,85,100,80,85,Pure Power,Medichamite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
310,Manectric,ライボルト,썬더볼트,Manectric,Base,0,showdown_formeOrder,3,base_form,no,no,Electric,,70,75,60,105,105,60,Static|Lightning Rod|Minus,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
310,Manectric,ライボルト,썬더볼트,Manectric-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Electric,,70,75,80,135,135,80,Intimidate,Manectite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
319,Sharpedo,サメハダー,샤크니아,Sharpedo,Base,0,showdown_formeOrder,3,base_form,no,no,Water,Dark,70,120,40,95,95,40,Rough Skin|Speed Boost,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
319,Sharpedo,サメハダー,샤크니아,Sharpedo-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Water,Dark,70,140,70,105,110,65,Strong Jaw,Sharpedonite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
323,Camerupt,バクーダ,폭타,Camerupt,Base,0,showdown_formeOrder,3,base_form,no,no,Fire,Ground,70,100,70,40,105,75,Magma Armor|Solid Rock|Anger Point,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
323,Camerupt,バクーダ,폭타,Camerupt-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Fire,Ground,70,120,100,20,145,105,Sheer Force,Cameruptite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
327,Spinda,パッチール,얼루기,Spinda-PID-Spots,Procedural spots,,not_discrete,3,procedural_appearance,no,no,Normal,,60,60,60,60,60,60,Own Tempo|Tangled Feet|Contrary,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,Personality-derived spot positions; not a finite discrete form ID.,,,not_discrete
334,Altaria,チルタリス,파비코리,Altaria,Base,0,showdown_formeOrder,3,base_form,no,no,Dragon,Flying,75,70,90,80,70,105,Natural Cure|Cloud Nine,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
334,Altaria,チルタリス,파비코리,Altaria-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Dragon,Fairy,75,110,110,80,110,105,Pixilate,Altarianite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
351,Castform,ポワルン,캐스퐁,Castform,Base,0,showdown_formeOrder,3,base_form,no,no,Normal,,70,70,70,70,70,70,Forecast,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
351,Castform,ポワルン,캐스퐁,Castform-Sunny,Sunny,1,showdown_formeOrder,3,battle_only_form,yes,no,Fire,,70,70,70,70,70,70,Forecast,,,Forecast,,,Castform,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
351,Castform,ポワルン,캐스퐁,Castform-Rainy,Rainy,2,showdown_formeOrder,3,battle_only_form,yes,no,Water,,70,70,70,70,70,70,Forecast,,,Forecast,,,Castform,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
351,Castform,ポワルン,캐스퐁,Castform-Snowy,Snowy,3,showdown_formeOrder,3,battle_only_form,yes,no,Ice,,70,70,70,70,70,70,Forecast,,,Forecast,,,Castform,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
354,Banette,ジュペッタ,다크펫,Banette,Base,0,showdown_formeOrder,3,base_form,no,no,Ghost,,64,115,65,65,83,63,Insomnia|Frisk|Cursed Body,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
354,Banette,ジュペッタ,다크펫,Banette-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Ghost,,64,165,75,75,93,83,Prankster,Banettite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
358,Chimecho,チリーン,치렁,Chimecho,Base,0,showdown_formeOrder,3,base_form,no,no,Psychic,,75,50,80,65,95,90,Levitate,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
358,Chimecho,チリーン,치렁,Chimecho-Mega,Mega,1,showdown_formeOrder,9,battle_transformation,no,no,Psychic,Steel,75,50,110,65,135,120,Levitate,Chimechite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
359,Absol,アブソル,앱솔,Absol,Base,0,showdown_formeOrder,3,base_form,no,no,Dark,,65,130,60,75,75,60,Pressure|Super Luck|Justified,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
359,Absol,アブソル,앱솔,Absol-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Dark,,65,150,60,115,115,60,Magic Bounce,Absolite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
359,Absol,アブソル,앱솔,Absol-Mega-Z,Mega-Z,2,showdown_formeOrder,9,battle_transformation,no,no,Dark,Ghost,65,154,60,151,75,60,Sharpness,Absolite Z,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
362,Glalie,オニゴーリ,얼음귀신,Glalie,Base,0,showdown_formeOrder,3,base_form,no,no,Ice,,80,80,80,80,80,80,Inner Focus|Ice Body|Moody,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
362,Glalie,オニゴーリ,얼음귀신,Glalie-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Ice,,80,120,80,100,120,80,Refrigerate,Glalitite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
373,Salamence,ボーマンダ,보만다,Salamence,Base,0,showdown_formeOrder,3,base_form,no,no,Dragon,Flying,95,135,80,100,110,80,Intimidate|Moxie,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
373,Salamence,ボーマンダ,보만다,Salamence-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Dragon,Flying,95,145,130,120,120,90,Aerilate,Salamencite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
376,Metagross,メタグロス,메타그로스,Metagross,Base,0,showdown_formeOrder,3,base_form,no,no,Steel,Psychic,80,135,130,70,95,90,Clear Body|Light Metal,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
