"emerald_id","emerald_hex","emerald_symbol","agb_symbol","mapping_kind","hgss_id","hgss_symbol","platinum_id","platinum_symbol","diamond_pearl_id","diamond_pearl_symbol","notes"
"151","0x097","ITEM_WEPEAR_BERRY","AGB_ITEM_WEPEAR_BERRY","official_hgss_agb","167","ITEM_WEPEAR_BERRY","167","ITEM_WEPEAR_BERRY","167","ITEM_WEPEAR_BERRY",""
"152","0x098","ITEM_PINAP_BERRY","AGB_ITEM_PINAP_BERRY","official_hgss_agb","168","ITEM_PINAP_BERRY","168","ITEM_PINAP_BERRY","168","ITEM_PINAP_BERRY",""
"153","0x099","ITEM_POMEG_BERRY","AGB_ITEM_POMEG_BERRY","official_hgss_agb","169","ITEM_POMEG_BERRY","169","ITEM_POMEG_BERRY","169","ITEM_POMEG_BERRY",""
"154","0x09A","ITEM_KELPSY_BERRY","AGB_ITEM_KELPSY_BERRY","official_hgss_agb","170","ITEM_KELPSY_BERRY","170","ITEM_KELPSY_BERRY","170","ITEM_KELPSY_BERRY",""
"155","0x09B","ITEM_QUALOT_BERRY","AGB_ITEM_QUALOT_BERRY","official_hgss_agb","171","ITEM_QUALOT_BERRY","171","ITEM_QUALOT_BERRY","171","ITEM_QUALOT_BERRY",""
"156","0x09C","ITEM_HONDEW_BERRY","AGB_ITEM_HONDEW_BERRY","official_hgss_agb","172","ITEM_HONDEW_BERRY","172","ITEM_HONDEW_BERRY","172","ITEM_HONDEW_BERRY",""
"157","0x09D","ITEM_GREPA_BERRY","AGB_ITEM_GREPA_BERRY","official_hgss_agb","173","ITEM_GREPA_BERRY","173","ITEM_GREPA_BERRY","173","ITEM_GREPA_BERRY",""
"158","0x09E","ITEM_TAMATO_BERRY","AGB_ITEM_TAMATO_BERRY","official_hgss_agb","174","ITEM_TAMATO_BERRY","174","ITEM_TAMATO_BERRY","174","ITEM_TAMATO_BERRY",""
"159","0x09F","ITEM_CORNN_BERRY","AGB_ITEM_CORNN_BERRY","official_hgss_agb","175","ITEM_CORNN_BERRY","175","ITEM_CORNN_BERRY","175","ITEM_CORNN_BERRY",""
"160","0x0A0","ITEM_MAGOST_BERRY","AGB_ITEM_MAGOST_BERRY","official_hgss_agb","176","ITEM_MAGOST_BERRY","176","ITEM_MAGOST_BERRY","176","ITEM_MAGOST_BERRY",""
"161","0x0A1","ITEM_RABUTA_BERRY","AGB_ITEM_RABUTA_BERRY","official_hgss_agb","177","ITEM_RABUTA_BERRY","177","ITEM_RABUTA_BERRY","177","ITEM_RABUTA_BERRY",""
"162","0x0A2","ITEM_NOMEL_BERRY","AGB_ITEM_NOMEL_BERRY","official_hgss_agb","178","ITEM_NOMEL_BERRY","178","ITEM_NOMEL_BERRY","178","ITEM_NOMEL_BERRY",""
"163","0x0A3","ITEM_SPELON_BERRY","AGB_ITEM_SPELON_BERRY","official_hgss_agb","179","ITEM_SPELON_BERRY","179","ITEM_SPELON_BERRY","179","ITEM_SPELON_BERRY",""
"164","0x0A4","ITEM_PAMTRE_BERRY","AGB_ITEM_PAMTRE_BERRY","official_hgss_agb","180","ITEM_PAMTRE_BERRY","180","ITEM_PAMTRE_BERRY","180","ITEM_PAMTRE_BERRY",""
"165","0x0A5","ITEM_WATMEL_BERRY","AGB_ITEM_WATMEL_BERRY","official_hgss_agb","181","ITEM_WATMEL_BERRY","181","ITEM_WATMEL_BERRY","181","ITEM_WATMEL_BERRY",""
"166","0x0A6","ITEM_DURIN_BERRY","AGB_ITEM_DURIN_BERRY","official_hgss_agb","182","ITEM_DURIN_BERRY","182","ITEM_DURIN_BERRY","182","ITEM_DURIN_BERRY",""
"167","0x0A7","ITEM_BELUE_BERRY","AGB_ITEM_BELUE_BERRY","official_hgss_agb","183","ITEM_BELUE_BERRY","183","ITEM_BELUE_BERRY","183","ITEM_BELUE_BERRY",""
"168","0x0A8","ITEM_LIECHI_BERRY","AGB_ITEM_LIECHI_BERRY","official_hgss_agb","201","ITEM_LIECHI_BERRY","201","ITEM_LIECHI_BERRY","201","ITEM_LIECHI_BERRY",""
"169","0x0A9","ITEM_GANLON_BERRY","AGB_ITEM_GANLON_BERRY","official_hgss_agb","202","ITEM_GANLON_BERRY","202","ITEM_GANLON_BERRY","202","ITEM_GANLON_BERRY",""
"170","0x0AA","ITEM_SALAC_BERRY","AGB_ITEM_SALAC_BERRY","official_hgss_agb","203","ITEM_SALAC_BERRY","203","ITEM_SALAC_BERRY","203","ITEM_SALAC_BERRY",""
"171","0x0AB","ITEM_PETAYA_BERRY","AGB_ITEM_PETAYA_BERRY","official_hgss_agb","204","ITEM_PETAYA_BERRY","204","ITEM_PETAYA_BERRY","204","ITEM_PETAYA_BERRY",""
"172","0x0AC","ITEM_APICOT_BERRY","AGB_ITEM_APICOT_BERRY","official_hgss_agb","205","ITEM_APICOT_BERRY","205","ITEM_APICOT_BERRY","205","ITEM_APICOT_BERRY",""
"173","0x0AD","ITEM_LANSAT_BERRY","AGB_ITEM_LANSAT_BERRY","official_hgss_agb","206","ITEM_LANSAT_BERRY","206","ITEM_LANSAT_BERRY","206","ITEM_LANSAT_BERRY",""
"174","0x0AE","ITEM_STARF_BERRY","AGB_ITEM_STARF_BERRY","official_hgss_agb","207","ITEM_STARF_BERRY","207","ITEM_STARF_BERRY","207","ITEM_STARF_BERRY",""
"175","0x0AF","ITEM_ENIGMA_BERRY","AGB_ITEM_ENIGMA_BERRY","official_hgss_agb","208","ITEM_ENIGMA_BERRY","208","ITEM_ENIGMA_BERRY","208","ITEM_ENIGMA_BERRY",""
"176","0x0B0","ITEM_UNUSED_BERRY_1","AGB_ITEM_UNUSED_BERRY_1","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"177","0x0B1","ITEM_UNUSED_BERRY_2","AGB_ITEM_UNUSED_BERRY_2","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"178","0x0B2","ITEM_UNUSED_BERRY_3","AGB_ITEM_UNUSED_BERRY_3","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"179","0x0B3","ITEM_BRIGHT_POWDER","AGB_ITEM_BRIGHT_POWDER","official_hgss_agb","213","ITEM_BRIGHTPOWDER","213","ITEM_BRIGHTPOWDER","213","ITEM_BRIGHTPOWDER",""
"180","0x0B4","ITEM_WHITE_HERB","AGB_ITEM_WHITE_HERB","official_hgss_agb","214","ITEM_WHITE_HERB","214","ITEM_WHITE_HERB","214","ITEM_WHITE_HERB",""
"181","0x0B5","ITEM_MACHO_BRACE","AGB_ITEM_MACHO_BRACE","official_hgss_agb","215","ITEM_MACHO_BRACE","215","ITEM_MACHO_BRACE","215","ITEM_MACHO_BRACE",""
"182","0x0B6","ITEM_EXP_SHARE","AGB_ITEM_EXP_SHARE","official_hgss_agb","216","ITEM_EXP__SHARE","216","ITEM_EXP_SHARE","216","ITEM_EXP__SHARE",""
"183","0x0B7","ITEM_QUICK_CLAW","AGB_ITEM_QUICK_CLAW","official_hgss_agb","217","ITEM_QUICK_CLAW","217","ITEM_QUICK_CLAW","217","ITEM_QUICK_CLAW",""
"184","0x0B8","ITEM_SOOTHE_BELL","AGB_ITEM_SOOTHE_BELL","official_hgss_agb","218","ITEM_SOOTHE_BELL","218","ITEM_SOOTHE_BELL","218","ITEM_SOOTHE_BELL",""
"185","0x0B9","ITEM_MENTAL_HERB","AGB_ITEM_MENTAL_HERB","official_hgss_agb","219","ITEM_MENTAL_HERB","219","ITEM_MENTAL_HERB","219","ITEM_MENTAL_HERB",""
"186","0x0BA","ITEM_CHOICE_BAND","AGB_ITEM_CHOICE_BAND","official_hgss_agb","220","ITEM_CHOICE_BAND","220","ITEM_CHOICE_BAND","220","ITEM_CHOICE_BAND",""
"187","0x0BB","ITEM_KINGS_ROCK","AGB_ITEM_KINGS_ROCK","official_hgss_agb","221","ITEM_KINGS_ROCK","221","ITEM_KINGS_ROCK","221","ITEM_KINGS_ROCK",""
"188","0x0BC","ITEM_SILVER_POWDER","AGB_ITEM_SILVER_POWDER","official_hgss_agb","222","ITEM_SILVERPOWDER","222","ITEM_SILVERPOWDER","222","ITEM_SILVERPOWDER",""
"189","0x0BD","ITEM_AMULET_COIN","AGB_ITEM_AMULET_COIN","official_hgss_agb","223","ITEM_AMULET_COIN","223","ITEM_AMULET_COIN","223","ITEM_AMULET_COIN",""
"190","0x0BE","ITEM_CLEANSE_TAG","AGB_ITEM_CLEANSE_TAG","official_hgss_agb","224","ITEM_CLEANSE_TAG","224","ITEM_CLEANSE_TAG","224","ITEM_CLEANSE_TAG",""
"191","0x0BF","ITEM_SOUL_DEW","AGB_ITEM_SOUL_DEW","official_hgss_agb","225","ITEM_SOUL_DEW","225","ITEM_SOUL_DEW","225","ITEM_SOUL_DEW",""
"192","0x0C0","ITEM_DEEP_SEA_TOOTH","AGB_ITEM_DEEP_SEA_TOOTH","official_hgss_agb","226","ITEM_DEEPSEATOOTH","226","ITEM_DEEPSEATOOTH","226","ITEM_DEEPSEATOOTH",""
"193","0x0C1","ITEM_DEEP_SEA_SCALE","AGB_ITEM_DEEP_SEA_SCALE","official_hgss_agb","227","ITEM_DEEPSEASCALE","227","ITEM_DEEPSEASCALE","227","ITEM_DEEPSEASCALE",""
"194","0x0C2","ITEM_SMOKE_BALL","AGB_ITEM_SMOKE_BALL","official_hgss_agb","228","ITEM_SMOKE_BALL","228","ITEM_SMOKE_BALL","228","ITEM_SMOKE_BALL",""
"195","0x0C3","ITEM_EVERSTONE","AGB_ITEM_EVERSTONE","official_hgss_agb","229","ITEM_EVERSTONE","229","ITEM_EVERSTONE","229","ITEM_EVERSTONE",""
"196","0x0C4","ITEM_FOCUS_BAND","AGB_ITEM_FOCUS_BAND","official_hgss_agb","230","ITEM_FOCUS_BAND","230","ITEM_FOCUS_BAND","230","ITEM_FOCUS_BAND",""
"197","0x0C5","ITEM_LUCKY_EGG","AGB_ITEM_LUCKY_EGG","official_hgss_agb","231","ITEM_LUCKY_EGG","231","ITEM_LUCKY_EGG","231","ITEM_LUCKY_EGG",""
"198","0x0C6","ITEM_SCOPE_LENS","AGB_ITEM_SCOPE_LENS","official_hgss_agb","232","ITEM_SCOPE_LENS","232","ITEM_SCOPE_LENS","232","ITEM_SCOPE_LENS",""
"199","0x0C7","ITEM_METAL_COAT","AGB_ITEM_METAL_COAT","official_hgss_agb","233","ITEM_METAL_COAT","233","ITEM_METAL_COAT","233","ITEM_METAL_COAT",""
"200","0x0C8","ITEM_LEFTOVERS","AGB_ITEM_LEFTOVERS","official_hgss_agb","234","ITEM_LEFTOVERS","234","ITEM_LEFTOVERS","234","ITEM_LEFTOVERS",""
"201","0x0C9","ITEM_DRAGON_SCALE","AGB_ITEM_DRAGON_SCALE","official_hgss_agb","235","ITEM_DRAGON_SCALE","235","ITEM_DRAGON_SCALE","235","ITEM_DRAGON_SCALE",""
"202","0x0CA","ITEM_LIGHT_BALL","AGB_ITEM_LIGHT_BALL","official_hgss_agb","236","ITEM_LIGHT_BALL","236","ITEM_LIGHT_BALL","236","ITEM_LIGHT_BALL",""
"203","0x0CB","ITEM_SOFT_SAND","AGB_ITEM_SOFT_SAND","official_hgss_agb","237","ITEM_SOFT_SAND","237","ITEM_SOFT_SAND","237","ITEM_SOFT_SAND",""
"204","0x0CC","ITEM_HARD_STONE","AGB_ITEM_HARD_STONE","official_hgss_agb","238","ITEM_HARD_STONE","238","ITEM_HARD_STONE","238","ITEM_HARD_STONE",""
"205","0x0CD","ITEM_MIRACLE_SEED","AGB_ITEM_MIRACLE_SEED","official_hgss_agb","239","ITEM_MIRACLE_SEED","239","ITEM_MIRACLE_SEED","239","ITEM_MIRACLE_SEED",""
"206","0x0CE","ITEM_BLACK_GLASSES","AGB_ITEM_BLACK_GLASSES","official_hgss_agb","240","ITEM_BLACKGLASSES","240","ITEM_BLACKGLASSES","240","ITEM_BLACKGLASSES",""
"207","0x0CF","ITEM_BLACK_BELT","AGB_ITEM_BLACK_BELT","official_hgss_agb","241","ITEM_BLACK_BELT","241","ITEM_BLACK_BELT","241","ITEM_BLACK_BELT",""
"208","0x0D0","ITEM_MAGNET","AGB_ITEM_MAGNET","official_hgss_agb","242","ITEM_MAGNET","242","ITEM_MAGNET","242","ITEM_MAGNET",""
"209","0x0D1","ITEM_MYSTIC_WATER","AGB_ITEM_MYSTIC_WATER","official_hgss_agb","243","ITEM_MYSTIC_WATER","243","ITEM_MYSTIC_WATER","243","ITEM_MYSTIC_WATER",""
"210","0x0D2","ITEM_SHARP_BEAK","AGB_ITEM_SHARP_BEAK","official_hgss_agb","244","ITEM_SHARP_BEAK","244","ITEM_SHARP_BEAK","244","ITEM_SHARP_BEAK",""
"211","0x0D3","ITEM_POISON_BARB","AGB_ITEM_POISON_BARB","official_hgss_agb","245","ITEM_POISON_BARB","245","ITEM_POISON_BARB","245","ITEM_POISON_BARB",""
"212","0x0D4","ITEM_NEVER_MELT_ICE","AGB_ITEM_NEVER_MELT_ICE","official_hgss_agb","246","ITEM_NEVERMELTICE","246","ITEM_NEVERMELTICE","246","ITEM_NEVERMELTICE",""
"213","0x0D5","ITEM_SPELL_TAG","AGB_ITEM_SPELL_TAG","official_hgss_agb","247","ITEM_SPELL_TAG","247","ITEM_SPELL_TAG","247","ITEM_SPELL_TAG",""
"214","0x0D6","ITEM_TWISTED_SPOON","AGB_ITEM_TWISTED_SPOON","official_hgss_agb","248","ITEM_TWISTEDSPOON","248","ITEM_TWISTEDSPOON","248","ITEM_TWISTEDSPOON",""
"215","0x0D7","ITEM_CHARCOAL","AGB_ITEM_CHARCOAL","official_hgss_agb","249","ITEM_CHARCOAL","249","ITEM_CHARCOAL","249","ITEM_CHARCOAL",""
"216","0x0D8","ITEM_DRAGON_FANG","AGB_ITEM_DRAGON_FANG","official_hgss_agb","250","ITEM_DRAGON_FANG","250","ITEM_DRAGON_FANG","250","ITEM_DRAGON_FANG",""
"217","0x0D9","ITEM_SILK_SCARF","AGB_ITEM_SILK_SCARF","official_hgss_agb","251","ITEM_SILK_SCARF","251","ITEM_SILK_SCARF","251","ITEM_SILK_SCARF",""
"218","0x0DA","ITEM_UP_GRADE","AGB_ITEM_UP_GRADE","official_hgss_agb","252","ITEM_UPGRADE","252","ITEM_UPGRADE","252","ITEM_UPGRADE",""
"219","0x0DB","ITEM_SHELL_BELL","AGB_ITEM_SHELL_BELL","official_hgss_agb","253","ITEM_SHELL_BELL","253","ITEM_SHELL_BELL","253","ITEM_SHELL_BELL",""
"220","0x0DC","ITEM_SEA_INCENSE","AGB_ITEM_SEA_INCENSE","official_hgss_agb","254","ITEM_SEA_INCENSE","254","ITEM_SEA_INCENSE","254","ITEM_SEA_INCENSE",""
"221","0x0DD","ITEM_LAX_INCENSE","AGB_ITEM_LAX_INCENSE","official_hgss_agb","255","ITEM_LAX_INCENSE","255","ITEM_LAX_INCENSE","255","ITEM_LAX_INCENSE",""
"222","0x0DE","ITEM_LUCKY_PUNCH","AGB_ITEM_LUCKY_PUNCH","official_hgss_agb","256","ITEM_LUCKY_PUNCH","256","ITEM_LUCKY_PUNCH","256","ITEM_LUCKY_PUNCH",""
"223","0x0DF","ITEM_METAL_POWDER","AGB_ITEM_METAL_POWDER","official_hgss_agb","257","ITEM_METAL_POWDER","257","ITEM_METAL_POWDER","257","ITEM_METAL_POWDER",""
"224","0x0E0","ITEM_THICK_CLUB","AGB_ITEM_THICK_CLUB","official_hgss_agb","258","ITEM_THICK_CLUB","258","ITEM_THICK_CLUB","258","ITEM_THICK_CLUB",""
"225","0x0E1","ITEM_STICK","AGB_ITEM_STICK","official_hgss_agb","259","ITEM_STICK","259","ITEM_STICK","259","ITEM_STICK",""
"226","0x0E2","ITEM_0E2","AGB_ITEM_0E2","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"227","0x0E3","ITEM_0E3","AGB_ITEM_0E3","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"228","0x0E4","ITEM_0E4","AGB_ITEM_0E4","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"229","0x0E5","ITEM_0E5","AGB_ITEM_0E5","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"230","0x0E6","ITEM_0E6","AGB_ITEM_0E6","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"231","0x0E7","ITEM_0E7","AGB_ITEM_0E7","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"232","0x0E8","ITEM_0E8","AGB_ITEM_0E8","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"233","0x0E9","ITEM_0E9","AGB_ITEM_0E9","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"234","0x0EA","ITEM_0EA","AGB_ITEM_0EA","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"235","0x0EB","ITEM_0EB","AGB_ITEM_0EB","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"236","0x0EC","ITEM_0EC","AGB_ITEM_0EC","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"237","0x0ED","ITEM_0ED","AGB_ITEM_0ED","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"238","0x0EE","ITEM_0EE","AGB_ITEM_0EE","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"239","0x0EF","ITEM_0EF","AGB_ITEM_0EF","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"240","0x0F0","ITEM_0F0","AGB_ITEM_0F0","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"241","0x0F1","ITEM_0F1","AGB_ITEM_0F1","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"242","0x0F2","ITEM_0F2","AGB_ITEM_0F2","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"243","0x0F3","ITEM_0F3","AGB_ITEM_0F3","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"244","0x0F4","ITEM_0F4","AGB_ITEM_0F4","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"245","0x0F5","ITEM_0F5","AGB_ITEM_0F5","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"246","0x0F6","ITEM_0F6","AGB_ITEM_0F6","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"247","0x0F7","ITEM_0F7","AGB_ITEM_0F7","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"248","0x0F8","ITEM_0F8","AGB_ITEM_0F8","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"249","0x0F9","ITEM_0F9","AGB_ITEM_0F9","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"250","0x0FA","ITEM_0FA","AGB_ITEM_0FA","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"251","0x0FB","ITEM_0FB","AGB_ITEM_0FB","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"252","0x0FC","ITEM_0FC","AGB_ITEM_0FC","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"253","0x0FD","ITEM_0FD","AGB_ITEM_0FD","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"254","0x0FE","ITEM_RED_SCARF","AGB_ITEM_RED_SCARF","official_hgss_agb","260","ITEM_RED_SCARF","260","ITEM_RED_SCARF","260","ITEM_RED_SCARF",""
"255","0x0FF","ITEM_BLUE_SCARF","AGB_ITEM_BLUE_SCARF","official_hgss_agb","261","ITEM_BLUE_SCARF","261","ITEM_BLUE_SCARF","261","ITEM_BLUE_SCARF",""
"256","0x100","ITEM_PINK_SCARF","AGB_ITEM_PINK_SCARF","official_hgss_agb","262","ITEM_PINK_SCARF","262","ITEM_PINK_SCARF","262","ITEM_PINK_SCARF",""
"257","0x101","ITEM_GREEN_SCARF","AGB_ITEM_GREEN_SCARF","official_hgss_agb","263","ITEM_GREEN_SCARF","263","ITEM_GREEN_SCARF","263","ITEM_GREEN_SCARF",""
"258","0x102","ITEM_YELLOW_SCARF","AGB_ITEM_YELLOW_SCARF","official_hgss_agb","264","ITEM_YELLOW_SCARF","264","ITEM_YELLOW_SCARF","264","ITEM_YELLOW_SCARF",""
"259","0x103","ITEM_MACH_BIKE","AGB_ITEM_MACH_BIKE","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"260","0x104","ITEM_COIN_CASE","AGB_ITEM_COIN_CASE","official_hgss_agb","444","ITEM_COIN_CASE","444","ITEM_COIN_CASE","444","ITEM_COIN_CASE",""
"261","0x105","ITEM_ITEMFINDER","AGB_ITEM_ITEMFINDER","official_hgss_agb","471","ITEM_DOWSING_MCHN","","","","",""
"262","0x106","ITEM_OLD_ROD","AGB_ITEM_OLD_ROD","official_hgss_agb","445","ITEM_OLD_ROD","445","ITEM_OLD_ROD","445","ITEM_OLD_ROD",""
"263","0x107","ITEM_GOOD_ROD","AGB_ITEM_GOOD_ROD","official_hgss_agb","446","ITEM_GOOD_ROD","446","ITEM_GOOD_ROD","446","ITEM_GOOD_ROD",""
"264","0x108","ITEM_SUPER_ROD","AGB_ITEM_SUPER_ROD","official_hgss_agb","447","ITEM_SUPER_ROD","447","ITEM_SUPER_ROD","447","ITEM_SUPER_ROD",""
"265","0x109","ITEM_SS_TICKET","AGB_ITEM_SS_TICKET","official_hgss_agb","456","ITEM_S_S__TICKET","456","ITEM_S_S_TICKET","456","ITEM_S_S__TICKET",""
"266","0x10A","ITEM_CONTEST_PASS","AGB_ITEM_CONTEST_PASS","official_hgss_agb","457","ITEM_CONTEST_PASS","457","ITEM_CONTEST_PASS","457","ITEM_CONTEST_PASS",""
"267","0x10B","ITEM_10B","AGB_ITEM_10B","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"268","0x10C","ITEM_WAILMER_PAIL","AGB_ITEM_WAILMER_PAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"269","0x10D","ITEM_DEVON_GOODS","AGB_ITEM_DEVON_GOODS","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"270","0x10E","ITEM_SOOT_SACK","AGB_ITEM_SOOT_SACK","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"271","0x10F","ITEM_BASEMENT_KEY","AGB_ITEM_BASEMENT_KEY","official_hgss_agb","476","ITEM_BASEMENT_KEY","","","","",""
"272","0x110","ITEM_ACRO_BIKE","AGB_ITEM_ACRO_BIKE","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"273","0x111","ITEM_POKEBLOCK_CASE","AGB_ITEM_POKEBLOCK_CASE","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"274","0x112","ITEM_LETTER","AGB_ITEM_LETTER","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"275","0x113","ITEM_EON_TICKET","AGB_ITEM_EON_TICKET","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"276","0x114","ITEM_RED_ORB","AGB_ITEM_RED_ORB","official_hgss_agb","534","ITEM_RED_ORB","","","","",""
"277","0x115","ITEM_BLUE_ORB","AGB_ITEM_BLUE_ORB","official_hgss_agb","535","ITEM_BLUE_ORB","","","","",""
"278","0x116","ITEM_SCANNER","AGB_ITEM_SCANNER","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"279","0x117","ITEM_GO_GOGGLES","AGB_ITEM_GO_GOGGLES","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"280","0x118","ITEM_METEORITE","AGB_ITEM_METEORITE","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"281","0x119","ITEM_ROOM_1_KEY","AGB_ITEM_ROOM_1_KEY","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"282","0x11A","ITEM_ROOM_2_KEY","AGB_ITEM_ROOM_2_KEY","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"283","0x11B","ITEM_ROOM_4_KEY","AGB_ITEM_ROOM_4_KEY","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"284","0x11C","ITEM_ROOM_6_KEY","AGB_ITEM_ROOM_6_KEY","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"285","0x11D","ITEM_STORAGE_KEY","AGB_ITEM_STORAGE_KEY","official_hgss_agb","463","ITEM_STORAGE_KEY","463","ITEM_STORAGE_KEY","463","ITEM_STORAGE_KEY",""
"286","0x11E","ITEM_ROOT_FOSSIL","AGB_ITEM_ROOT_FOSSIL","official_hgss_agb","99","ITEM_ROOT_FOSSIL","99","ITEM_ROOT_FOSSIL","99","ITEM_ROOT_FOSSIL",""
"287","0x11F","ITEM_CLAW_FOSSIL","AGB_ITEM_CLAW_FOSSIL","official_hgss_agb","100","ITEM_CLAW_FOSSIL","100","ITEM_CLAW_FOSSIL","100","ITEM_CLAW_FOSSIL",""
"288","0x120","ITEM_DEVON_SCOPE","AGB_ITEM_DEVON_SCOPE","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"289","0x121","ITEM_TM01","AGB_ITEM_TM01","official_hgss_agb","328","ITEM_TM01","328","ITEM_TM01","328","ITEM_TM01",""
"290","0x122","ITEM_TM02","AGB_ITEM_TM02","official_hgss_agb","329","ITEM_TM02","329","ITEM_TM02","329","ITEM_TM02",""
"291","0x123","ITEM_TM03","AGB_ITEM_TM03","official_hgss_agb","330","ITEM_TM03","330","ITEM_TM03","330","ITEM_TM03",""
"292","0x124","ITEM_TM04","AGB_ITEM_TM04","official_hgss_agb","331","ITEM_TM04","331","ITEM_TM04","331","ITEM_TM04",""
"293","0x125","ITEM_TM05","AGB_ITEM_TM05","official_hgss_agb","332","ITEM_TM05","332","ITEM_TM05","332","ITEM_TM05",""
"294","0x126","ITEM_TM06","AGB_ITEM_TM06","official_hgss_agb","333","ITEM_TM06","333","ITEM_TM06","333","ITEM_TM06",""
"295","0x127","ITEM_TM07","AGB_ITEM_TM07","official_hgss_agb","334","ITEM_TM07","334","ITEM_TM07","334","ITEM_TM07",""
"296","0x128","ITEM_TM08","AGB_ITEM_TM08","official_hgss_agb","335","ITEM_TM08","335","ITEM_TM08","335","ITEM_TM08",""
"297","0x129","ITEM_TM09","AGB_ITEM_TM09","official_hgss_agb","336","ITEM_TM09","336","ITEM_TM09","336","ITEM_TM09",""
"298","0x12A","ITEM_TM10","AGB_ITEM_TM10","official_hgss_agb","337","ITEM_TM10","337","ITEM_TM10","337","ITEM_TM10",""
"299","0x12B","ITEM_TM11","AGB_ITEM_TM11","official_hgss_agb","338","ITEM_TM11","338","ITEM_TM11","338","ITEM_TM11",""
"300","0x12C","ITEM_TM12","AGB_ITEM_TM12","official_hgss_agb","339","ITEM_TM12","339","ITEM_TM12","339","ITEM_TM12",""
"301","0x12D","ITEM_TM13","AGB_ITEM_TM13","official_hgss_agb","340","ITEM_TM13","340","ITEM_TM13","340","ITEM_TM13",""
