path,root,size,blob_sha,category,action,role,source_commit
PKHeX.Core/Resources/localize/general/general_ja.json,PKHeX.Core,277,32b95353a7591f6e478daed58f7a56dc90adf197,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/general/general_ko.json,PKHeX.Core,285,317ccf98dc572b140489232623122dc3bb2f075d,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/general/general_zh-hans.json,PKHeX.Core,253,cb60e7afe01f6fd8b6be4448b17c5d83eefd089e,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/general/general_zh-hant.json,PKHeX.Core,253,f96b76a02021bd3ce6981dc0ed1fc809195b56fc,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/legality/legality_de.json,PKHeX.Core,31247,ff8dccfd9b8496196058198c75da124cb4f7c40c,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/legality/legality_en.json,PKHeX.Core,26873,36afb7378dd3ae40c4586d6f7fc15217e34503cd,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/legality/legality_es-419.json,PKHeX.Core,31722,f14eae6b1b87856b3d72850cb1ca934e9fd1212f,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/legality/legality_es.json,PKHeX.Core,31680,81008e19da1ce3fa939301c3df9846a2f29bb744,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/legality/legality_fr.json,PKHeX.Core,32696,bdac19febbd81a12533bdad20ace8af708d297eb,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/legality/legality_it.json,PKHeX.Core,31511,ee251f6f36989e83f6daae52fd177feb044a892f,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/legality/legality_ja.json,PKHeX.Core,33423,d6887d49ba66a865479bfbe84a48f2cd37c7ddfc,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/legality/legality_ko.json,PKHeX.Core,35394,336c62fc59480cd41d29590a74618cd24754b5dc,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/legality/legality_zh-hans.json,PKHeX.Core,26518,ac2b82c62fb9ac431ac7baa2298b5a7bd59a23b4,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/legality/legality_zh-hant.json,PKHeX.Core,27884,3ddf77ac052bb0eae6846fa9208ddd572bf28e41,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/movesource/movesource_de.json,PKHeX.Core,921,93d7e4c808f20532062f610ce31581e0d20ad9c5,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/movesource/movesource_en.json,PKHeX.Core,819,000b7c93b85938df214847a05410d5a6a2dae057,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/movesource/movesource_es-419.json,PKHeX.Core,972,cf08d4a8e6de2cc61cb20c8189b249c982f810d7,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/movesource/movesource_es.json,PKHeX.Core,972,cf08d4a8e6de2cc61cb20c8189b249c982f810d7,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/movesource/movesource_fr.json,PKHeX.Core,957,9f28a67d6deac906b5fb6e30651fc3c8ccddb201,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/movesource/movesource_it.json,PKHeX.Core,905,78ed22277668c04dbb64215f8cae139509ba2aac,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/movesource/movesource_ja.json,PKHeX.Core,836,4b9797a6240c0be86d06a945c56ae9f2f2bd34b4,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/movesource/movesource_ko.json,PKHeX.Core,931,5d09d8c6df78824ebb929c657c100758ba000c71,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/movesource/movesource_zh-hans.json,PKHeX.Core,912,fee1a6e6f3767a625a180bab48e6cab07abb9df2,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/localize/movesource/movesource_zh-hant.json,PKHeX.Core,912,a6524317a4c72e7366e0d2a6e3c3c13e68b24e62,core_logic,extract_or_reimplement,Core reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/badwords/badwords_3ds.txt,PKHeX.Core,43247,b77569ad6887ac452882969c23af701c4ab9e235,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/badwords/badwords_gen5.txt,PKHeX.Core,2910,2d89410227a97014c71039f9999f04c4662b86ad,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/badwords/badwords_switch.txt,PKHeX.Core,60893,4b34c9662408796a50a2d7f1cdedf73c3ffb36ff,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutFlavor_de.txt,PKHeX.Core,7792,6f16d4a66573f669af313a95bff085ba074cc51b,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutFlavor_en.txt,PKHeX.Core,8139,3941850fbed6672e8acf1311f1b2975854e8e688,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutFlavor_es-419.txt,PKHeX.Core,8313,84161d55bef7c6eca541b837c7820b9740922fef,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutFlavor_es.txt,PKHeX.Core,8349,adb4220e94183c8b97f3249ba0f6466e2a6accce,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutFlavor_fr.txt,PKHeX.Core,7256,1b3ce746b9e511aee8cf7f4348f9b7a14435b893,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutFlavor_it.txt,PKHeX.Core,9014,d37fb359d09afa12392c0abebdf4f6f646eb3686,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutFlavor_ja.txt,PKHeX.Core,9991,c5fda243572a182b93bba3e05dec289bb6e2a377,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutFlavor_ko.txt,PKHeX.Core,7767,760ced75b5b25d8ac304b9a008f200702ff0d596,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutFlavor_zh-Hans.txt,PKHeX.Core,6112,bc89c82f21c927d0ea9287d6e75d498c9cc5687c,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutFlavor_zh-Hant.txt,PKHeX.Core,6103,6d86643a10c6416ab79d196e6fb50a6b94af92bc,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutName_de.txt,PKHeX.Core,4557,5ca05be75c9590d47c447bfb5f21896a8f6d6bfa,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutName_en.txt,PKHeX.Core,3977,ebee69ef957a043fc970531105da3a42d5bacb5f,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutName_es-419.txt,PKHeX.Core,3435,a5b2c13ff47df78c99a20b6b030de99a75b5528e,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutName_es.txt,PKHeX.Core,3555,02a6c377eddef3df94707cbeb7518b33ffcff3ad,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutName_fr.txt,PKHeX.Core,4325,3f3bc9193dc93ef1adfd3719e98d9471f1ed73bc,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutName_it.txt,PKHeX.Core,4018,0b989cf5477a56591d3131bb89b13b95a5f985d0,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutName_ja.txt,PKHeX.Core,4291,678f71b4d4d75c06f5d0d443c060bc674c6f33e5,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutName_ko.txt,PKHeX.Core,3123,0c12ead16751873405992ddff7e2187dcf97cde1,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutName_zh-Hans.txt,PKHeX.Core,2893,09ddcd76aaee02882878dd477628fccd2dcde9f8,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/donut/text_donutName_zh-Hant.txt,PKHeX.Core,2992,76231c98b0270b0dec059ed5256cb0e9702ffbdc,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_gear_de.txt,PKHeX.Core,12425,4bd627fd7305135d319322d7ffc57b6cd7a4f3a2,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_gear_en.txt,PKHeX.Core,11958,22c5766a89fafcb657a8467fdef281051fd4e40c,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_gear_es-419.txt,PKHeX.Core,14440,9be04077051da4956263db45a1e756a5015d70aa,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_gear_es.txt,PKHeX.Core,14487,24b7fefad2aaa44a3160e862ddb3fd21db5fe54d,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_gear_fr.txt,PKHeX.Core,14049,b29951e692598dcff23ed38ef7619f80d934a7d7,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_gear_it.txt,PKHeX.Core,14189,4c54e155d68739e07db78a2441e31e70f8b09875,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_gear_ja.txt,PKHeX.Core,19255,67c2f8f80a09f42690654bca178a2cd56587253d,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_pass_design_de.txt,PKHeX.Core,683,5fb9e11af6c9847f2e0f9bc7b9d490146a6f19dc,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_pass_design_en.txt,PKHeX.Core,686,e2027d901a7166e13588feb2330aefea6eef15d6,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_pass_design_es-419.txt,PKHeX.Core,750,6feb0bc9755b1c37382c9fbc2bc9650fbd67288e,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_pass_design_es.txt,PKHeX.Core,750,6feb0bc9755b1c37382c9fbc2bc9650fbd67288e,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_pass_design_fr.txt,PKHeX.Core,871,23420ed9ca60ed43a9432f82516b977dc6123bed,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_pass_design_it.txt,PKHeX.Core,717,eeb6634026b1e77f7a555941dc214a50fcf3bb6d,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_pass_design_ja.txt,PKHeX.Core,1314,d9c7e85fd81186e540d95b3609527bb7a4383532,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_de.txt,PKHeX.Core,4409,c61bfd9ed772897e1aca4900e22de2758dee270d,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_en.txt,PKHeX.Core,5103,ae51847bf8ce9d9a15d0fa59f7fe9c097e1454c1,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_es-419.txt,PKHeX.Core,6541,fc0e5d1b2e8bc278544696d4c2803357fbb66db7,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_es.txt,PKHeX.Core,6541,fc0e5d1b2e8bc278544696d4c2803357fbb66db7,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_fr.txt,PKHeX.Core,5997,2cd5e8a8c3c9e48b4d89878b257d86d58cec97ac,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_it.txt,PKHeX.Core,5170,3345f50e58f0ff798717641c132497579da52d3a,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_ja.txt,PKHeX.Core,8762,8ed16a253f8f78b5430ef8dd84a33a63245003ac,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_npc_de.txt,PKHeX.Core,1096,3ca2e1088d59398a29797524f4e39fc7c1fbcf37,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_npc_en.txt,PKHeX.Core,1193,cb03dfd87243a14c215a25b371025fe27d46e708,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_npc_es-419.txt,PKHeX.Core,1581,81b495c9e46f523b2ef4634478ad4fd1cdbbc53e,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_npc_es.txt,PKHeX.Core,1581,81b495c9e46f523b2ef4634478ad4fd1cdbbc53e,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_npc_fr.txt,PKHeX.Core,1411,dea0909b52e52d541faca98b9c48372bb6915803,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_npc_it.txt,PKHeX.Core,1189,b1949a26b89326156c903562914e040c2e45f98e,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/battle_pass_br/text_trainer_title_npc_ja.txt,PKHeX.Core,2135,174ae9f4a1f551bc7ab17a92d91f99afa8cb6d10,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/decorations_rse/text_decoration3_de.txt,PKHeX.Core,1583,4cbf91a0ae25b8467807d1c58dabf623a78ca5c7,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/decorations_rse/text_decoration3_en.txt,PKHeX.Core,1473,8ea59c2d4902662306bc53ede3a29f6cf0c9e2b8,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/decorations_rse/text_decoration3_es-419.txt,PKHeX.Core,1689,62e37b7413d0cc17cac7ba401ba8540f3e63c868,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/decorations_rse/text_decoration3_es.txt,PKHeX.Core,1689,62e37b7413d0cc17cac7ba401ba8540f3e63c868,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/decorations_rse/text_decoration3_fr.txt,PKHeX.Core,1687,143fee1d681d75e73d1e0cfbb2902079e601232d,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/decorations_rse/text_decoration3_it.txt,PKHeX.Core,1652,6651ad83e8e80144c8b696b0564d3d1d328d9c88,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/decorations_rse/text_decoration3_ja.txt,PKHeX.Core,2606,1f96cba0c0b48d3c84f1e5561d4781491223df5f,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/decorations_rse/text_decoration3_ko.txt,PKHeX.Core,1846,2c509431ebb7a997a795d15bdae0dec037d84a48,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/decorations_rse/text_decoration3_zh-Hans.txt,PKHeX.Core,1718,a5cff96929aad3086669404fa26fb41d112471fa,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/decorations_rse/text_decoration3_zh-Hant.txt,PKHeX.Core,1718,7955c046bf40ce1ce34d9061f98560353a552c72,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_accessories_de.txt,PKHeX.Core,1116,f7d185a992fc91ff79ff6258eef07f99d1af3061,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_accessories_en.txt,PKHeX.Core,1220,b83f0f067a30249be65ef26cca87e6ebd4b7000d,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_accessories_es-419.txt,PKHeX.Core,1241,24e540485cff0e1725f90eb01a376697f43cf4cf,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_accessories_es.txt,PKHeX.Core,1241,24e540485cff0e1725f90eb01a376697f43cf4cf,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_accessories_fr.txt,PKHeX.Core,1299,8d7a5802d0f802f31ef20ffe0acaf452ce9863b0,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_accessories_it.txt,PKHeX.Core,1193,0884281554661b15c7995c454b10eacd7cde4fae,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_accessories_ja.txt,PKHeX.Core,2088,70325fb1d848216c091148aa738f30ccfa0b4846,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_accessories_ko.txt,PKHeX.Core,1471,3917a354207d5f3c5a7e58e41d81fbf1b581e2f0,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_accessories_zh-Hans.txt,PKHeX.Core,1191,f7f91e76873c451a79eb0882c4d642183ebe632d,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_accessories_zh-Hant.txt,PKHeX.Core,1191,f4903b810559a3fb725778af7626c916d625b8ac,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_backdrops_de.txt,PKHeX.Core,206,b0a856f659c14f3398d1d0f51c188f9896a6f9cf,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_backdrops_en.txt,PKHeX.Core,196,811318544e6114607c436d5d0914c632b88b129c,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_backdrops_es-419.txt,PKHeX.Core,223,86a01c42ad89b41b4cf2d8bceeed2ba912b0b2aa,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_backdrops_es.txt,PKHeX.Core,223,86a01c42ad89b41b4cf2d8bceeed2ba912b0b2aa,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_backdrops_fr.txt,PKHeX.Core,206,00c9b6451f36ff4a00e16db6972ce65349b36016,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_backdrops_it.txt,PKHeX.Core,224,737ec34415b5f632297d372521ee6284b452202f,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_backdrops_ja.txt,PKHeX.Core,341,814227d90bc4ab18218841cbcbe440ced148158f,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_backdrops_ko.txt,PKHeX.Core,221,62c34dd5d514ee9d2c256d49e274e5d169402bc3,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_backdrops_zh-Hans.txt,PKHeX.Core,215,8fa41e502a356abeaeda53c2f737b12d9885b022,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/fashioncase_dppthgss/text_backdrops_zh-Hant.txt,PKHeX.Core,215,af1255e4da3336368b7255571053cb0217b4838b,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/medals_b2w2/text_medal_types_de.txt,PKHeX.Core,45,e68f090c353eda84755c581caafe8a8e9ffe4ce6,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/medals_b2w2/text_medal_types_en.txt,PKHeX.Core,48,6c714c2ba63515c034ecf139bf2c3b6eab97ee08,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/medals_b2w2/text_medal_types_es-419.txt,PKHeX.Core,45,3bb5a3e0c59a442af061e5b18d5967815ee38489,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/medals_b2w2/text_medal_types_es.txt,PKHeX.Core,45,3bb5a3e0c59a442af061e5b18d5967815ee38489,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Resources/text/game/medals_b2w2/text_medal_types_fr.txt,PKHeX.Core,49,21588acb1294580e1626a7da1907d8f3d2bfb5ba,localized_text,extract_reference_data,Names/labels/localization reference,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
