"emerald_id","emerald_hex","emerald_symbol","display_name","price","hold_effect","hold_effect_param","importance","registrability","pocket","use_type","field_use_func","battle_usage","battle_use_func","secondary_id","description_symbol","source_commit"
"94","0x05E","ITEM_MOON_STONE","MOON STONE","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_EvolutionStone","0","NULL","0","sMoonStoneDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"95","0x05F","ITEM_FIRE_STONE","FIRE STONE","2100","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_EvolutionStone","0","NULL","0","sFireStoneDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"96","0x060","ITEM_THUNDER_STONE","THUNDERSTONE","2100","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_EvolutionStone","0","NULL","0","sThunderStoneDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"97","0x061","ITEM_WATER_STONE","WATER STONE","2100","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_EvolutionStone","0","NULL","0","sWaterStoneDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"98","0x062","ITEM_LEAF_STONE","LEAF STONE","2100","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_EvolutionStone","0","NULL","0","sLeafStoneDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"99","0x063","ITEM_063","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"100","0x064","ITEM_064","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"101","0x065","ITEM_065","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"102","0x066","ITEM_066","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"103","0x067","ITEM_TINY_MUSHROOM","TINYMUSHROOM","500","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sTinyMushroomDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"104","0x068","ITEM_BIG_MUSHROOM","BIG MUSHROOM","5000","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sBigMushroomDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"105","0x069","ITEM_069","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"106","0x06A","ITEM_PEARL","PEARL","1400","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sPearlDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"107","0x06B","ITEM_BIG_PEARL","BIG PEARL","7500","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sBigPearlDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"108","0x06C","ITEM_STARDUST","STARDUST","2000","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sStardustDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"109","0x06D","ITEM_STAR_PIECE","STAR PIECE","9800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sStarPieceDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"110","0x06E","ITEM_NUGGET","NUGGET","10000","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sNuggetDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"111","0x06F","ITEM_HEART_SCALE","HEART SCALE","100","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sHeartScaleDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"112","0x070","ITEM_070","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"113","0x071","ITEM_071","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"114","0x072","ITEM_072","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"115","0x073","ITEM_073","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"116","0x074","ITEM_074","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"117","0x075","ITEM_075","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"118","0x076","ITEM_076","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"119","0x077","ITEM_077","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"120","0x078","ITEM_078","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"121","0x079","ITEM_ORANGE_MAIL","ORANGE MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_ORANGE_MAIL)","sOrangeMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"122","0x07A","ITEM_HARBOR_MAIL","HARBOR MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_HARBOR_MAIL)","sHarborMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"123","0x07B","ITEM_GLITTER_MAIL","GLITTER MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_GLITTER_MAIL)","sGlitterMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"124","0x07C","ITEM_MECH_MAIL","MECH MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_MECH_MAIL)","sMechMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"125","0x07D","ITEM_WOOD_MAIL","WOOD MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_WOOD_MAIL)","sWoodMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"126","0x07E","ITEM_WAVE_MAIL","WAVE MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_WAVE_MAIL)","sWaveMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"127","0x07F","ITEM_BEAD_MAIL","BEAD MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_BEAD_MAIL)","sBeadMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"128","0x080","ITEM_SHADOW_MAIL","SHADOW MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_SHADOW_MAIL)","sShadowMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"129","0x081","ITEM_TROPIC_MAIL","TROPIC MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_TROPIC_MAIL)","sTropicMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"130","0x082","ITEM_DREAM_MAIL","DREAM MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_DREAM_MAIL)","sDreamMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"131","0x083","ITEM_FAB_MAIL","FAB MAIL","50","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_FAB_MAIL)","sFabMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"132","0x084","ITEM_RETRO_MAIL","RETRO MAIL","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_MAIL","ItemUseOutOfBattle_Mail","0","NULL","ITEM_TO_MAIL(ITEM_RETRO_MAIL)","sRetroMailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"133","0x085","ITEM_CHERI_BERRY","CHERI BERRY","20","HOLD_EFFECT_CURE_PAR","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sCheriBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"134","0x086","ITEM_CHESTO_BERRY","CHESTO BERRY","20","HOLD_EFFECT_CURE_SLP","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sChestoBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"135","0x087","ITEM_PECHA_BERRY","PECHA BERRY","20","HOLD_EFFECT_CURE_PSN","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sPechaBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"136","0x088","ITEM_RAWST_BERRY","RAWST BERRY","20","HOLD_EFFECT_CURE_BRN","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sRawstBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"137","0x089","ITEM_ASPEAR_BERRY","ASPEAR BERRY","20","HOLD_EFFECT_CURE_FRZ","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sAspearBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"138","0x08A","ITEM_LEPPA_BERRY","LEPPA BERRY","20","HOLD_EFFECT_RESTORE_PP","10","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_PPRecovery","ITEM_B_USE_MEDICINE","ItemUseInBattle_PPRecovery","0","sLeppaBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"139","0x08B","ITEM_ORAN_BERRY","ORAN BERRY","20","HOLD_EFFECT_RESTORE_HP","10","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sOranBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"140","0x08C","ITEM_PERSIM_BERRY","PERSIM BERRY","20","HOLD_EFFECT_CURE_CONFUSION","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sPersimBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"141","0x08D","ITEM_LUM_BERRY","LUM BERRY","20","HOLD_EFFECT_CURE_STATUS","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sLumBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"142","0x08E","ITEM_SITRUS_BERRY","SITRUS BERRY","20","HOLD_EFFECT_RESTORE_HP","30","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sSitrusBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"143","0x08F","ITEM_FIGY_BERRY","FIGY BERRY","20","HOLD_EFFECT_CONFUSE_SPICY","8","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sFigyBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"144","0x090","ITEM_WIKI_BERRY","WIKI BERRY","20","HOLD_EFFECT_CONFUSE_DRY","8","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sWikiBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"145","0x091","ITEM_MAGO_BERRY","MAGO BERRY","20","HOLD_EFFECT_CONFUSE_SWEET","8","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sMagoBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"146","0x092","ITEM_AGUAV_BERRY","AGUAV BERRY","20","HOLD_EFFECT_CONFUSE_BITTER","8","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sAguavBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"147","0x093","ITEM_IAPAPA_BERRY","IAPAPA BERRY","20","HOLD_EFFECT_CONFUSE_SOUR","8","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sIapapaBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"148","0x094","ITEM_RAZZ_BERRY","RAZZ BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sRazzBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"149","0x095","ITEM_BLUK_BERRY","BLUK BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sBlukBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"150","0x096","ITEM_NANAB_BERRY","NANAB BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sNanabBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"151","0x097","ITEM_WEPEAR_BERRY","WEPEAR BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sWepearBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"152","0x098","ITEM_PINAP_BERRY","PINAP BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sPinapBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"153","0x099","ITEM_POMEG_BERRY","POMEG BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_ReduceEV","0","NULL","0","sPomegBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"154","0x09A","ITEM_KELPSY_BERRY","KELPSY BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_ReduceEV","0","NULL","0","sKelpsyBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"155","0x09B","ITEM_QUALOT_BERRY","QUALOT BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_ReduceEV","0","NULL","0","sQualotBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"156","0x09C","ITEM_HONDEW_BERRY","HONDEW BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_ReduceEV","0","NULL","0","sHondewBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"157","0x09D","ITEM_GREPA_BERRY","GREPA BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_ReduceEV","0","NULL","0","sGrepaBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"158","0x09E","ITEM_TAMATO_BERRY","TAMATO BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_ReduceEV","0","NULL","0","sTamatoBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"159","0x09F","ITEM_CORNN_BERRY","CORNN BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sCornnBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"160","0x0A0","ITEM_MAGOST_BERRY","MAGOST BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sMagostBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"161","0x0A1","ITEM_RABUTA_BERRY","RABUTA BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sRabutaBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"162","0x0A2","ITEM_NOMEL_BERRY","NOMEL BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sNomelBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"163","0x0A3","ITEM_SPELON_BERRY","SPELON BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sSpelonBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"164","0x0A4","ITEM_PAMTRE_BERRY","PAMTRE BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sPamtreBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"165","0x0A5","ITEM_WATMEL_BERRY","WATMEL BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sWatmelBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"166","0x0A6","ITEM_DURIN_BERRY","DURIN BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDurinBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"167","0x0A7","ITEM_BELUE_BERRY","BELUE BERRY","20","0","0","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sBelueBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"168","0x0A8","ITEM_LIECHI_BERRY","LIECHI BERRY","20","HOLD_EFFECT_ATTACK_UP","4","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sLiechiBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"169","0x0A9","ITEM_GANLON_BERRY","GANLON BERRY","20","HOLD_EFFECT_DEFENSE_UP","4","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sGanlonBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"170","0x0AA","ITEM_SALAC_BERRY","SALAC BERRY","20","HOLD_EFFECT_SPEED_UP","4","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sSalacBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"171","0x0AB","ITEM_PETAYA_BERRY","PETAYA BERRY","20","HOLD_EFFECT_SP_ATTACK_UP","4","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sPetayaBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"172","0x0AC","ITEM_APICOT_BERRY","APICOT BERRY","20","HOLD_EFFECT_SP_DEFENSE_UP","4","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sApicotBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"173","0x0AD","ITEM_LANSAT_BERRY","LANSAT BERRY","20","HOLD_EFFECT_CRITICAL_UP","4","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sLansatBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"174","0x0AE","ITEM_STARF_BERRY","STARF BERRY","20","HOLD_EFFECT_RANDOM_STAT_UP","4","0","FALSE","POCKET_BERRIES","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sStarfBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"175","0x0AF","ITEM_ENIGMA_BERRY","ENIGMA BERRY","20","0","0","0","FALSE","POCKET_BERRIES","0","ItemUseOutOfBattle_EnigmaBerry","ITEM_B_USE_MEDICINE","ItemUseInBattle_EnigmaBerry","0","sEnigmaBerryDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"176","0x0B0","ITEM_UNUSED_BERRY_1","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"177","0x0B1","ITEM_UNUSED_BERRY_2","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"178","0x0B2","ITEM_UNUSED_BERRY_3","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"179","0x0B3","ITEM_BRIGHT_POWDER","BRIGHTPOWDER","10","HOLD_EFFECT_EVASION_UP","10","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sBrightPowderDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"180","0x0B4","ITEM_WHITE_HERB","WHITE HERB","100","HOLD_EFFECT_RESTORE_STATS","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sWhiteHerbDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"181","0x0B5","ITEM_MACHO_BRACE","MACHO BRACE","3000","HOLD_EFFECT_MACHO_BRACE","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sMachoBraceDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"182","0x0B6","ITEM_EXP_SHARE","EXP. SHARE","3000","HOLD_EFFECT_EXP_SHARE","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sExpShareDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"183","0x0B7","ITEM_QUICK_CLAW","QUICK CLAW","100","HOLD_EFFECT_QUICK_CLAW","20","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sQuickClawDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"184","0x0B8","ITEM_SOOTHE_BELL","SOOTHE BELL","100","HOLD_EFFECT_FRIENDSHIP_UP","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sSootheBellDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"185","0x0B9","ITEM_MENTAL_HERB","MENTAL HERB","100","HOLD_EFFECT_CURE_ATTRACT","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sMentalHerbDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"186","0x0BA","ITEM_CHOICE_BAND","CHOICE BAND","100","HOLD_EFFECT_CHOICE_BAND","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sChoiceBandDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"187","0x0BB","ITEM_KINGS_ROCK","KING'S ROCK","100","HOLD_EFFECT_FLINCH","10","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sKingsRockDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"188","0x0BC","ITEM_SILVER_POWDER","SILVERPOWDER","100","HOLD_EFFECT_BUG_POWER","10","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sSilverPowderDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
