species_num,species,full_name,form_name,introduced_gen,state_kind,persistence,required_item,required_move,required_ability,required_tera_type,changes_from,battle_only_from,trigger_evidence,reset_evidence,notes
229,Houndoom,Houndoom,Base,2,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
229,Houndoom,Houndoom-Mega,Mega,6,battle_transformation,battle/temporary,Houndoominite,,,,,,item=Houndoominite,see generation research / battle-state rules,
248,Tyranitar,Tyranitar,Base,2,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
248,Tyranitar,Tyranitar-Mega,Mega,6,battle_transformation,battle/temporary,Tyranitarite,,,,,,item=Tyranitarite,see generation research / battle-state rules,
254,Sceptile,Sceptile,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
254,Sceptile,Sceptile-Mega,Mega,6,battle_transformation,battle/temporary,Sceptilite,,,,,,item=Sceptilite,see generation research / battle-state rules,
257,Blaziken,Blaziken,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
257,Blaziken,Blaziken-Mega,Mega,6,battle_transformation,battle/temporary,Blazikenite,,,,,,item=Blazikenite,see generation research / battle-state rules,
260,Swampert,Swampert,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
260,Swampert,Swampert-Mega,Mega,6,battle_transformation,battle/temporary,Swampertite,,,,,,item=Swampertite,see generation research / battle-state rules,
263,Zigzagoon,Zigzagoon,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
263,Zigzagoon,Zigzagoon-Galar,Galar,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
264,Linoone,Linoone,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
264,Linoone,Linoone-Galar,Galar,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
282,Gardevoir,Gardevoir,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
282,Gardevoir,Gardevoir-Mega,Mega,6,battle_transformation,battle/temporary,Gardevoirite,,,,,,item=Gardevoirite,see generation research / battle-state rules,
302,Sableye,Sableye,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
302,Sableye,Sableye-Mega,Mega,6,battle_transformation,battle/temporary,Sablenite,,,,,,item=Sablenite,see generation research / battle-state rules,
303,Mawile,Mawile,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
303,Mawile,Mawile-Mega,Mega,6,battle_transformation,battle/temporary,Mawilite,,,,,,item=Mawilite,see generation research / battle-state rules,
306,Aggron,Aggron,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
306,Aggron,Aggron-Mega,Mega,6,battle_transformation,battle/temporary,Aggronite,,,,,,item=Aggronite,see generation research / battle-state rules,
308,Medicham,Medicham,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
308,Medicham,Medicham-Mega,Mega,6,battle_transformation,battle/temporary,Medichamite,,,,,,item=Medichamite,see generation research / battle-state rules,
310,Manectric,Manectric,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
310,Manectric,Manectric-Mega,Mega,6,battle_transformation,battle/temporary,Manectite,,,,,,item=Manectite,see generation research / battle-state rules,
319,Sharpedo,Sharpedo,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
319,Sharpedo,Sharpedo-Mega,Mega,6,battle_transformation,battle/temporary,Sharpedonite,,,,,,item=Sharpedonite,see generation research / battle-state rules,
323,Camerupt,Camerupt,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
323,Camerupt,Camerupt-Mega,Mega,6,battle_transformation,battle/temporary,Cameruptite,,,,,,item=Cameruptite,see generation research / battle-state rules,
327,Spinda,Spinda-PID-Spots,Procedural spots,3,procedural_appearance,derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Personality-derived spot positions; not a finite discrete form ID.
334,Altaria,Altaria,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
334,Altaria,Altaria-Mega,Mega,6,battle_transformation,battle/temporary,Altarianite,,,,,,item=Altarianite,see generation research / battle-state rules,
351,Castform,Castform,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
351,Castform,Castform-Sunny,Sunny,3,battle_only_form,battle/temporary,,,Forecast,,,Castform,ability=Forecast,see generation research / battle-state rules,
351,Castform,Castform-Rainy,Rainy,3,battle_only_form,battle/temporary,,,Forecast,,,Castform,ability=Forecast,see generation research / battle-state rules,
351,Castform,Castform-Snowy,Snowy,3,battle_only_form,battle/temporary,,,Forecast,,,Castform,ability=Forecast,see generation research / battle-state rules,
354,Banette,Banette,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
354,Banette,Banette-Mega,Mega,6,battle_transformation,battle/temporary,Banettite,,,,,,item=Banettite,see generation research / battle-state rules,
358,Chimecho,Chimecho,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
358,Chimecho,Chimecho-Mega,Mega,9,battle_transformation,battle/temporary,Chimechite,,,,,,item=Chimechite,see generation research / battle-state rules,
359,Absol,Absol,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
359,Absol,Absol-Mega,Mega,6,battle_transformation,battle/temporary,Absolite,,,,,,item=Absolite,see generation research / battle-state rules,
359,Absol,Absol-Mega-Z,Mega-Z,9,battle_transformation,battle/temporary,Absolite Z,,,,,,item=Absolite Z,see generation research / battle-state rules,
362,Glalie,Glalie,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
362,Glalie,Glalie-Mega,Mega,6,battle_transformation,battle/temporary,Glalitite,,,,,,item=Glalitite,see generation research / battle-state rules,
373,Salamence,Salamence,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
373,Salamence,Salamence-Mega,Mega,6,battle_transformation,battle/temporary,Salamencite,,,,,,item=Salamencite,see generation research / battle-state rules,
376,Metagross,Metagross,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
376,Metagross,Metagross-Mega,Mega,6,battle_transformation,battle/temporary,Metagrossite,,,,,,item=Metagrossite,see generation research / battle-state rules,
380,Latias,Latias,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
380,Latias,Latias-Mega,Mega,6,battle_transformation,battle/temporary,Latiasite,,,,,,item=Latiasite,see generation research / battle-state rules,
381,Latios,Latios,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
381,Latios,Latios-Mega,Mega,6,battle_transformation,battle/temporary,Latiosite,,,,,,item=Latiosite,see generation research / battle-state rules,
382,Kyogre,Kyogre,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
382,Kyogre,Kyogre-Primal,Primal,6,battle_transformation,battle/temporary,Blue Orb,,,,,,item=Blue Orb,see generation research / battle-state rules,
383,Groudon,Groudon,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
383,Groudon,Groudon-Primal,Primal,6,battle_transformation,battle/temporary,Red Orb,,,,,,item=Red Orb,see generation research / battle-state rules,
384,Rayquaza,Rayquaza,Base,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
384,Rayquaza,Rayquaza-Mega,Mega,6,battle_transformation,battle/temporary,,Dragon Ascent,,,,,move=Dragon Ascent,see generation research / battle-state rules,
386,Deoxys,Deoxys,Normal,3,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
386,Deoxys,Deoxys-Attack,Attack,3,persistent_identity,persistent/derived,,,,,Deoxys,,changesFrom=Deoxys,see generation research / battle-state rules,
386,Deoxys,Deoxys-Defense,Defense,3,persistent_identity,persistent/derived,,,,,Deoxys,,changesFrom=Deoxys,see generation research / battle-state rules,
386,Deoxys,Deoxys-Speed,Speed,3,persistent_identity,persistent/derived,,,,,Deoxys,,changesFrom=Deoxys,see generation research / battle-state rules,
398,Staraptor,Staraptor,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
398,Staraptor,Staraptor-Mega,Mega,9,battle_transformation,battle/temporary,Staraptite,,,,,,item=Staraptite,see generation research / battle-state rules,
412,Burmy,Burmy,Plant,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
412,Burmy,Burmy-Sandy,Sandy,4,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
412,Burmy,Burmy-Trash,Trash,4,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
413,Wormadam,Wormadam,Plant,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
413,Wormadam,Wormadam-Sandy,Sandy,4,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
413,Wormadam,Wormadam-Trash,Trash,4,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
414,Mothim,Mothim-Plant-Internal,Plant,4,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Burmy cloak form value is retained on male evolution; Mothim appearance/personal data is shared.
414,Mothim,Mothim-Sandy-Internal,Sandy,4,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Burmy cloak form value is retained on male evolution; Mothim appearance/personal data is shared.
414,Mothim,Mothim-Trash-Internal,Trash,4,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Burmy cloak form value is retained on male evolution; Mothim appearance/personal data is shared.
421,Cherrim,Cherrim,Overcast,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
421,Cherrim,Cherrim-Sunshine,Sunshine,4,battle_only_form,battle/temporary,,,Flower Gift,,,Cherrim,ability=Flower Gift,see generation research / battle-state rules,
422,Shellos,Shellos,West,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
422,Shellos,Shellos-East,East,4,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
423,Gastrodon,Gastrodon,West,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
423,Gastrodon,Gastrodon-East,East,4,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
428,Lopunny,Lopunny,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
428,Lopunny,Lopunny-Mega,Mega,6,battle_transformation,battle/temporary,Lopunnite,,,,,,item=Lopunnite,see generation research / battle-state rules,
445,Garchomp,Garchomp,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
445,Garchomp,Garchomp-Mega,Mega,6,battle_transformation,battle/temporary,Garchompite,,,,,,item=Garchompite,see generation research / battle-state rules,
445,Garchomp,Garchomp-Mega-Z,Mega-Z,9,battle_transformation,battle/temporary,Garchompite Z,,,,,,item=Garchompite Z,see generation research / battle-state rules,
448,Lucario,Lucario,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
448,Lucario,Lucario-Mega,Mega,6,battle_transformation,battle/temporary,Lucarionite,,,,,,item=Lucarionite,see generation research / battle-state rules,
448,Lucario,Lucario-Mega-Z,Mega-Z,9,battle_transformation,battle/temporary,Lucarionite Z,,,,,,item=Lucarionite Z,see generation research / battle-state rules,
460,Abomasnow,Abomasnow,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
460,Abomasnow,Abomasnow-Mega,Mega,6,battle_transformation,battle/temporary,Abomasite,,,,,,item=Abomasite,see generation research / battle-state rules,
475,Gallade,Gallade,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
475,Gallade,Gallade-Mega,Mega,6,battle_transformation,battle/temporary,Galladite,,,,,,item=Galladite,see generation research / battle-state rules,
478,Froslass,Froslass,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
478,Froslass,Froslass-Mega,Mega,9,battle_transformation,battle/temporary,Froslassite,,,,,,item=Froslassite,see generation research / battle-state rules,
479,Rotom,Rotom,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
479,Rotom,Rotom-Heat,Heat,4,persistent_identity,persistent/derived,,,,,Rotom,,changesFrom=Rotom,see generation research / battle-state rules,
479,Rotom,Rotom-Wash,Wash,4,persistent_identity,persistent/derived,,,,,Rotom,,changesFrom=Rotom,see generation research / battle-state rules,
479,Rotom,Rotom-Frost,Frost,4,persistent_identity,persistent/derived,,,,,Rotom,,changesFrom=Rotom,see generation research / battle-state rules,
479,Rotom,Rotom-Fan,Fan,4,persistent_identity,persistent/derived,,,,,Rotom,,changesFrom=Rotom,see generation research / battle-state rules,
479,Rotom,Rotom-Mow,Mow,4,persistent_identity,persistent/derived,,,,,Rotom,,changesFrom=Rotom,see generation research / battle-state rules,
483,Dialga,Dialga,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
483,Dialga,Dialga-Origin,Origin,8,held_item_derived,persistent/derived,Adamant Crystal,,,,Dialga,,item=Adamant Crystal; changesFrom=Dialga,see generation research / battle-state rules,
484,Palkia,Palkia,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
484,Palkia,Palkia-Origin,Origin,8,held_item_derived,persistent/derived,Lustrous Globe,,,,Palkia,,item=Lustrous Globe; changesFrom=Palkia,see generation research / battle-state rules,
485,Heatran,Heatran,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
485,Heatran,Heatran-Mega,Mega,9,battle_transformation,battle/temporary,Heatranite,,,,,,item=Heatranite,see generation research / battle-state rules,
487,Giratina,Giratina,Altered,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
487,Giratina,Giratina-Origin,Origin,4,held_item_derived,persistent/derived,Griseous Core,,,,Giratina,,item=Griseous Core; changesFrom=Giratina,see generation research / battle-state rules,
491,Darkrai,Darkrai,Base,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
491,Darkrai,Darkrai-Mega,Mega,9,battle_transformation,battle/temporary,Darkranite,,,,,,item=Darkranite,see generation research / battle-state rules,
492,Shaymin,Shaymin,Land,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
492,Shaymin,Shaymin-Sky,Sky,4,persistent_identity,persistent/derived,,,,,Shaymin,,changesFrom=Shaymin,see generation research / battle-state rules,
493,Arceus,Arceus,Normal,4,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
493,Arceus,Arceus-Fighting,Fighting,4,held_item_derived,persistent/derived,Fist Plate|Fightinium Z,,,,Arceus,,item=Fist Plate|Fightinium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Flying,Flying,4,held_item_derived,persistent/derived,Sky Plate|Flyinium Z,,,,Arceus,,item=Sky Plate|Flyinium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Poison,Poison,4,held_item_derived,persistent/derived,Toxic Plate|Poisonium Z,,,,Arceus,,item=Toxic Plate|Poisonium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Ground,Ground,4,held_item_derived,persistent/derived,Earth Plate|Groundium Z,,,,Arceus,,item=Earth Plate|Groundium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Rock,Rock,4,held_item_derived,persistent/derived,Stone Plate|Rockium Z,,,,Arceus,,item=Stone Plate|Rockium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Bug,Bug,4,held_item_derived,persistent/derived,Insect Plate|Buginium Z,,,,Arceus,,item=Insect Plate|Buginium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Ghost,Ghost,4,held_item_derived,persistent/derived,Spooky Plate|Ghostium Z,,,,Arceus,,item=Spooky Plate|Ghostium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Steel,Steel,4,held_item_derived,persistent/derived,Iron Plate|Steelium Z,,,,Arceus,,item=Iron Plate|Steelium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-???-Gen4-Internal,???,4,data_only_unused_form,context-dependent,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Generation IV internal Mystery/??? type slot; not a normally obtainable Plate form.
493,Arceus,Arceus-Fire,Fire,4,held_item_derived,persistent/derived,Flame Plate|Firium Z,,,,Arceus,,item=Flame Plate|Firium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Water,Water,4,held_item_derived,persistent/derived,Splash Plate|Waterium Z,,,,Arceus,,item=Splash Plate|Waterium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Grass,Grass,4,held_item_derived,persistent/derived,Meadow Plate|Grassium Z,,,,Arceus,,item=Meadow Plate|Grassium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Electric,Electric,4,held_item_derived,persistent/derived,Zap Plate|Electrium Z,,,,Arceus,,item=Zap Plate|Electrium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Psychic,Psychic,4,held_item_derived,persistent/derived,Mind Plate|Psychium Z,,,,Arceus,,item=Mind Plate|Psychium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Ice,Ice,4,held_item_derived,persistent/derived,Icicle Plate|Icium Z,,,,Arceus,,item=Icicle Plate|Icium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Dragon,Dragon,4,held_item_derived,persistent/derived,Draco Plate|Dragonium Z,,,,Arceus,,item=Draco Plate|Dragonium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Dark,Dark,4,held_item_derived,persistent/derived,Dread Plate|Darkinium Z,,,,Arceus,,item=Dread Plate|Darkinium Z; changesFrom=Arceus,see generation research / battle-state rules,
493,Arceus,Arceus-Fairy,Fairy,6,held_item_derived,persistent/derived,Pixie Plate|Fairium Z,,,,Arceus,,item=Pixie Plate|Fairium Z; changesFrom=Arceus,see generation research / battle-state rules,
500,Emboar,Emboar,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
500,Emboar,Emboar-Mega,Mega,9,battle_transformation,battle/temporary,Emboarite,,,,,,item=Emboarite,see generation research / battle-state rules,
503,Samurott,Samurott,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
503,Samurott,Samurott-Hisui,Hisui,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
530,Excadrill,Excadrill,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
530,Excadrill,Excadrill-Mega,Mega,9,battle_transformation,battle/temporary,Excadrite,,,,,,item=Excadrite,see generation research / battle-state rules,
531,Audino,Audino,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
531,Audino,Audino-Mega,Mega,6,battle_transformation,battle/temporary,Audinite,,,,,,item=Audinite,see generation research / battle-state rules,
545,Scolipede,Scolipede,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
545,Scolipede,Scolipede-Mega,Mega,9,battle_transformation,battle/temporary,Scolipite,,,,,,item=Scolipite,see generation research / battle-state rules,
549,Lilligant,Lilligant,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
549,Lilligant,Lilligant-Hisui,Hisui,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
549,Lilligant,Lilligant-Hisui-Lady,Hisuian-Lady,8,scripted_boss_internal_form,context-dependent,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Pokémon Legends: Arceus Lord/Lady form; not a normal player-owned form.
550,Basculin,Basculin,Red-Striped,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
550,Basculin,Basculin-Blue-Striped,Blue-Striped,5,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
550,Basculin,Basculin-White-Striped,White-Striped,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
554,Darumaka,Darumaka,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
554,Darumaka,Darumaka-Galar,Galar,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
555,Darmanitan,Darmanitan,Standard,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
555,Darmanitan,Darmanitan-Zen,Zen,5,battle_only_form,battle/temporary,,,Zen Mode,,,Darmanitan,ability=Zen Mode,see generation research / battle-state rules,
555,Darmanitan,Darmanitan-Galar,Galar,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
555,Darmanitan,Darmanitan-Galar-Zen,Galar-Zen,8,battle_only_form,battle/temporary,,,Zen Mode,,,Darmanitan-Galar,ability=Zen Mode,see generation research / battle-state rules,
560,Scrafty,Scrafty,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
560,Scrafty,Scrafty-Mega,Mega,9,battle_transformation,battle/temporary,Scraftinite,,,,,,item=Scraftinite,see generation research / battle-state rules,
562,Yamask,Yamask,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
562,Yamask,Yamask-Galar,Galar,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
569,Garbodor,Garbodor,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
569,Garbodor,Garbodor-Gmax,Gmax,8,battle_transformation,battle/temporary,,,,,Garbodor,,changesFrom=Garbodor,see generation research / battle-state rules,
570,Zorua,Zorua,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
570,Zorua,Zorua-Hisui,Hisui,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
571,Zoroark,Zoroark,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
571,Zoroark,Zoroark-Hisui,Hisui,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
585,Deerling,Deerling,Spring,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
585,Deerling,Deerling-Summer,Summer,5,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
585,Deerling,Deerling-Autumn,Autumn,5,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
585,Deerling,Deerling-Winter,Winter,5,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
586,Sawsbuck,Sawsbuck,Spring,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
586,Sawsbuck,Sawsbuck-Summer,Summer,5,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
586,Sawsbuck,Sawsbuck-Autumn,Autumn,5,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
586,Sawsbuck,Sawsbuck-Winter,Winter,5,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
604,Eelektross,Eelektross,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
604,Eelektross,Eelektross-Mega,Mega,9,battle_transformation,battle/temporary,Eelektrossite,,,,,,item=Eelektrossite,see generation research / battle-state rules,
609,Chandelure,Chandelure,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
609,Chandelure,Chandelure-Mega,Mega,9,battle_transformation,battle/temporary,Chandelurite,,,,,,item=Chandelurite,see generation research / battle-state rules,
618,Stunfisk,Stunfisk,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
618,Stunfisk,Stunfisk-Galar,Galar,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
623,Golurk,Golurk,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
623,Golurk,Golurk-Mega,Mega,9,battle_transformation,battle/temporary,Golurkite,,,,,,item=Golurkite,see generation research / battle-state rules,
628,Braviary,Braviary,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
628,Braviary,Braviary-Hisui,Hisui,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
641,Tornadus,Tornadus,Incarnate,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
641,Tornadus,Tornadus-Therian,Therian,5,persistent_identity,persistent/derived,,,,,Tornadus,,changesFrom=Tornadus,see generation research / battle-state rules,
642,Thundurus,Thundurus,Incarnate,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
642,Thundurus,Thundurus-Therian,Therian,5,persistent_identity,persistent/derived,,,,,Thundurus,,changesFrom=Thundurus,see generation research / battle-state rules,
645,Landorus,Landorus,Incarnate,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
645,Landorus,Landorus-Therian,Therian,5,persistent_identity,persistent/derived,,,,,Landorus,,changesFrom=Landorus,see generation research / battle-state rules,
646,Kyurem,Kyurem,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
646,Kyurem,Kyurem-White,White,5,persistent_identity,persistent/derived,,,,,Kyurem,,changesFrom=Kyurem,see generation research / battle-state rules,
646,Kyurem,Kyurem-Black,Black,5,persistent_identity,persistent/derived,,,,,Kyurem,,changesFrom=Kyurem,see generation research / battle-state rules,
647,Keldeo,Keldeo,Ordinary,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
647,Keldeo,Keldeo-Resolute,Resolute,5,move_derived,context-dependent,,Secret Sword,,,Keldeo,,move=Secret Sword; changesFrom=Keldeo,see generation research / battle-state rules,
648,Meloetta,Meloetta,Aria,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
648,Meloetta,Meloetta-Pirouette,Pirouette,5,battle_only_form,battle/temporary,,Relic Song,,,,Meloetta,move=Relic Song,see generation research / battle-state rules,
649,Genesect,Genesect,Base,5,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
649,Genesect,Genesect-Douse,Douse,5,held_item_derived,persistent/derived,Douse Drive,,,,Genesect,,item=Douse Drive; changesFrom=Genesect,see generation research / battle-state rules,
649,Genesect,Genesect-Shock,Shock,5,held_item_derived,persistent/derived,Shock Drive,,,,Genesect,,item=Shock Drive; changesFrom=Genesect,see generation research / battle-state rules,
649,Genesect,Genesect-Burn,Burn,5,held_item_derived,persistent/derived,Burn Drive,,,,Genesect,,item=Burn Drive; changesFrom=Genesect,see generation research / battle-state rules,
649,Genesect,Genesect-Chill,Chill,5,held_item_derived,persistent/derived,Chill Drive,,,,Genesect,,item=Chill Drive; changesFrom=Genesect,see generation research / battle-state rules,
652,Chesnaught,Chesnaught,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
