source_generation,source_item_id,destination_generation,destination_item_id,transferable,source_path,source_commit
2,196,4,332,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,197,4,333,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,198,4,334,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,199,4,335,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,200,4,336,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,201,4,337,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,202,4,338,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,203,4,339,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,204,4,340,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,205,4,341,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,206,4,342,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,207,4,343,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,208,4,344,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,209,4,345,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,210,4,346,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,211,4,347,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,212,4,348,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,213,4,349,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,214,4,350,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,215,4,351,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,216,4,352,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,217,4,353,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,218,4,354,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,219,4,355,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,220,4,355,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,221,4,356,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,222,4,357,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,223,4,358,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,224,4,359,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,225,4,360,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,226,4,361,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,227,4,362,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,228,4,363,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,229,4,364,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,230,4,365,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,231,4,366,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,232,4,367,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,233,4,368,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,234,4,369,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,235,4,370,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,236,4,371,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,237,4,372,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,238,4,373,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,239,4,374,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,240,4,375,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,241,4,376,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,242,4,377,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,243,4,420,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,244,4,421,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,245,4,422,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,246,4,423,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,247,4,424,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,248,4,425,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,249,4,426,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,250,4,427,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,251,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,252,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,253,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,254,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,255,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,0,4,0,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,1,4,1,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,2,4,2,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,3,4,3,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,4,4,4,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,5,4,5,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,6,4,6,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,7,4,7,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,8,4,8,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,9,4,9,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,10,4,10,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,11,4,11,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,12,4,12,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,13,4,17,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,14,4,18,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,15,4,19,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,16,4,20,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,17,4,21,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,18,4,22,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,19,4,23,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,20,4,24,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,21,4,25,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,22,4,26,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,23,4,27,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,24,4,28,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,25,4,29,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,26,4,30,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,27,4,31,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,28,4,32,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,29,4,33,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,30,4,34,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,31,4,35,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,32,4,36,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,33,4,37,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,34,4,38,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,35,4,39,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,36,4,40,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,37,4,41,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,38,4,42,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,39,4,65,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,40,4,66,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,41,4,67,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,42,4,68,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,43,4,69,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,44,4,43,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,45,4,44,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,46,4,70,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,47,4,71,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,48,4,72,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,49,4,73,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,50,4,74,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,51,4,75,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,52,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,53,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,54,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,55,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,56,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,57,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,58,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,59,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,60,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,61,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,62,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,63,4,45,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,64,4,46,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,65,4,47,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,66,4,48,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,67,4,49,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,68,4,50,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,69,4,51,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,70,4,52,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,71,4,53,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,72,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,73,4,55,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,74,4,56,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,75,4,57,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,76,4,58,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,77,4,59,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,78,4,60,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,79,4,61,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,80,4,63,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,81,4,64,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,82,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,83,4,76,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,84,4,77,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,85,4,78,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,86,4,79,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,87,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,88,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,89,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,90,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,91,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,92,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,93,4,80,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,94,4,81,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,95,4,82,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,96,4,83,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,97,4,84,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,98,4,85,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,99,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,100,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,101,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,102,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,103,4,86,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,104,4,87,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,105,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,106,4,88,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,107,4,89,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,108,4,90,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,109,4,91,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,110,4,92,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,111,4,93,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,112,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,113,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,114,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,115,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,116,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,117,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,118,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,119,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,120,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,121,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,122,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,123,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,124,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,125,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,126,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,127,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,128,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,129,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,130,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,131,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,132,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,133,4,149,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,134,4,150,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,135,4,151,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
3,136,4,152,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
