path,git_blob_sha,size_bytes,domain,action,priority,reason,source_commit
PKHeX.Core/Saves/Access/SaveBlockAccessor6XY.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Access/SaveBlockAccessor7b.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Access/SaveBlockAccessor7SM.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Access/SaveBlockAccessor7USUM.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Access/SaveBlockAccessor8LA.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Access/SaveBlockAccessor8SWSH.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Access/SaveBlockAccessor9SV.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Access/SaveBlockAccessor9ZA.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Access/SaveBlockMetadata.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Access/SCBlockAccessor.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/BlockInfo.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/BlockInfo3DS.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/BlockInfo4.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/BlockInfoNDS.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/BlockInfoRSBOX.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/ISaveBlock3Large.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/ISaveBlock3LargeExpansion.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/ISaveBlock3LargeHoenn.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/ISaveBlock3Small.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/ISaveBlock3SmallExpansion.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/ISaveBlock3SmallHoenn.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/SaveBlock3LargeE.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/SaveBlock3LargeFRLG.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/SaveBlock3LargeRS.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/SaveBlock3SmallE.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/SaveBlock3SmallFRLG.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/Gen3/SaveBlock3SmallRS.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/RecordBlock.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Blocks/SaveBlock.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/ColoCrypto.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/GeniusCrypto.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/MemeCrypto/MemeCrypto.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/MemeCrypto/MemeKey.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/MemeCrypto/MemeKeyIndex.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/Providers/IAesCryptographyProvider.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/Providers/IMd5Provider.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/Providers/RuntimeCryptographyProvider.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/SwishCrypto/FnvHash.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/SwishCrypto/SCBlock.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/SwishCrypto/SCBlockCompare.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/SwishCrypto/SCBlockMetadata.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/SwishCrypto/SCBlockUtil.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/SwishCrypto/SCTypeCode.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/SwishCrypto/SCXorShift32.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/SwishCrypto/SwishCrypto.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Encryption/XDCrypto.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/MemoryCard/DEntry.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/MemoryCard/MemoryCardChecksumStatus.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/MemoryCard/MemoryCardSaveStatus.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/MemoryCard/SAV3GCMemoryCard.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV_BEEF.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV_STADIUM.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV1.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV1Stadium.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV1StadiumJ.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV2.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV2Stadium.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV3.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV3Colosseum.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV3E.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV3FRLG.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV3RS.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV3RSBox.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV3XD.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV4.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV4BR.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV4DP.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV4HGSS.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV4Pt.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV4Ranch.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV4Sinnoh.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV5.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV5B2W2.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV5BW.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV6.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV6AO.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV6AODemo.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV6XY.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV7.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV7b.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV7SM.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV7USUM.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV8BS.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV8LA.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV8SWSH.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV9SV.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SAV9ZA.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SaveFile.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SaveFileMetadata.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/SaveFileState.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Storage/Bank3.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Storage/Bank4.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Storage/Bank7.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Storage/BulkStorage.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Storage/EntityImportSettings.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Storage/SlotPointerUtil.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Storage/StorageSlotSource.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/BattleMode.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/BattleStyle6.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/BattleVideo.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/BattleVideo3.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/BattleVideo4.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/BattleVideo5.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/BattleVideo6.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/BattleVideo7.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/BVRequestUtil.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/IBattleVideo.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/MoveTarget.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/RotateDirection.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/TurnActionCode.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/TurnStartCode.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Battle Videos/TurnStartInstruction.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Daycare/IDaycareEggState.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Daycare/IDaycareExperience.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Daycare/IDaycareMulti.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Daycare/IDaycareRandomState.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Daycare/IDaycareStorage.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Gen12/G1OverworldSpawner.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Gen12/HallOfFameEntity1.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Gen12/SAV1Offsets.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Gen12/SAV2Offsets.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Gen3/BattleFrontier3/BattleFrontier3.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Saves/Substructures/Gen3/BattleFrontier3/BattleFrontierBattleMode3.cs,,,save_structures,extract_schema_and_offsets,critical,"SAV1-SAV9 structures, blocks, inventory, dex, event flags, time",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
