category,resource_index,index_semantics,japanese,korean,english,source_ja,source_ko,source_en,source_commit
species,515,species_id,ヒヤップ,앗차프,Panpour,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,516,species_id,ヒヤッキー,앗차키,Simipour,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,517,species_id,ムンナ,몽나,Munna,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,518,species_id,ムシャーナ,몽얌나,Musharna,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,519,species_id,マメパト,콩둘기,Pidove,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,520,species_id,ハトーボー,유토브,Tranquill,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,521,species_id,ケンホロウ,켄호로우,Unfezant,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,522,species_id,シママ,줄뮤마,Blitzle,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,523,species_id,ゼブライカ,제브라이카,Zebstrika,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,524,species_id,ダンゴロ,단굴,Roggenrola,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,525,species_id,ガントル,암트르,Boldore,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,526,species_id,ギガイアス,기가이어스,Gigalith,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,527,species_id,コロモリ,또르박쥐,Woobat,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,528,species_id,ココロモリ,맘박쥐,Swoobat,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,529,species_id,モグリュー,두더류,Drilbur,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,530,species_id,ドリュウズ,몰드류,Excadrill,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,531,species_id,タブンネ,다부니,Audino,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,532,species_id,ドッコラー,으랏차,Timburr,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,533,species_id,ドテッコツ,토쇠골,Gurdurr,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,534,species_id,ローブシン,노보청,Conkeldurr,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,535,species_id,オタマロ,동챙이,Tympole,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,536,species_id,ガマガル,두까비,Palpitoad,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,537,species_id,ガマゲロゲ,두빅굴,Seismitoad,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,538,species_id,ナゲキ,던지미,Throh,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,539,species_id,ダゲキ,타격귀,Sawk,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,540,species_id,クルミル,두르보,Sewaddle,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,541,species_id,クルマユ,두르쿤,Swadloon,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,542,species_id,ハハコモリ,모아머,Leavanny,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,543,species_id,フシデ,마디네,Venipede,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,544,species_id,ホイーガ,휠구,Whirlipede,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,545,species_id,ペンドラー,펜드라,Scolipede,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,546,species_id,モンメン,소미안,Cottonee,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,547,species_id,エルフーン,엘풍,Whimsicott,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,548,species_id,チュリネ,치릴리,Petilil,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,549,species_id,ドレディア,드레디어,Lilligant,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,550,species_id,バスラオ,배쓰나이,Basculin,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,551,species_id,メグロコ,깜눈크,Sandile,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,552,species_id,ワルビル,악비르,Krokorok,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,553,species_id,ワルビアル,악비아르,Krookodile,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,554,species_id,ダルマッカ,달막화,Darumaka,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,555,species_id,ヒヒダルマ,불비달마,Darmanitan,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,556,species_id,マラカッチ,마라카치,Maractus,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,557,species_id,イシズマイ,돌살이,Dwebble,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,558,species_id,イワパレス,암팰리스,Crustle,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,559,species_id,ズルッグ,곤율랭,Scraggy,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,560,species_id,ズルズキン,곤율거니,Scrafty,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,561,species_id,シンボラー,심보러,Sigilyph,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,562,species_id,デスマス,데스마스,Yamask,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,563,species_id,デスカーン,데스니칸,Cofagrigus,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,564,species_id,プロトーガ,프로토가,Tirtouga,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,565,species_id,アバゴーラ,늑골라,Carracosta,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,566,species_id,アーケン,아켄,Archen,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,567,species_id,アーケオス,아케오스,Archeops,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,568,species_id,ヤブクロン,깨봉이,Trubbish,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,569,species_id,ダストダス,더스트나,Garbodor,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,570,species_id,ゾロア,조로아,Zorua,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,571,species_id,ゾロアーク,조로아크,Zoroark,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,572,species_id,チラーミィ,치라미,Minccino,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,573,species_id,チラチーノ,치라치노,Cinccino,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,574,species_id,ゴチム,고디탱,Gothita,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,575,species_id,ゴチミル,고디보미,Gothorita,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,576,species_id,ゴチルゼル,고디모아젤,Gothitelle,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,577,species_id,ユニラン,유니란,Solosis,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,578,species_id,ダブラン,듀란,Duosion,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,579,species_id,ランクルス,란쿨루스,Reuniclus,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,580,species_id,コアルヒー,꼬지보리,Ducklett,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,581,species_id,スワンナ,스완나,Swanna,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,582,species_id,バニプッチ,바닐프티,Vanillite,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,583,species_id,バニリッチ,바닐리치,Vanillish,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,584,species_id,バイバニラ,배바닐라,Vanilluxe,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,585,species_id,シキジカ,사철록,Deerling,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,586,species_id,メブキジカ,바라철록,Sawsbuck,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,587,species_id,エモンガ,에몽가,Emolga,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,588,species_id,カブルモ,딱정곤,Karrablast,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,589,species_id,シュバルゴ,슈바르고,Escavalier,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,590,species_id,タマゲタケ,깜놀버슬,Foongus,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,591,species_id,モロバレル,뽀록나,Amoonguss,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,592,species_id,プルリル,탱그릴,Frillish,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,593,species_id,ブルンゲル,탱탱겔,Jellicent,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,594,species_id,ママンボウ,맘복치,Alomomola,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,595,species_id,バチュル,파쪼옥,Joltik,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,596,species_id,デンチュラ,전툴라,Galvantula,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,597,species_id,テッシード,철시드,Ferroseed,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,598,species_id,ナットレイ,너트령,Ferrothorn,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,599,species_id,ギアル,기어르,Klink,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,600,species_id,ギギアル,기기어르,Klang,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,601,species_id,ギギギアル,기기기어르,Klinklang,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,602,species_id,シビシラス,저리어,Tynamo,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,603,species_id,シビビール,저리릴,Eelektrik,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,604,species_id,シビルドン,저리더프,Eelektross,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,605,species_id,リグレー,리그레,Elgyem,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,606,species_id,オーベム,벰크,Beheeyem,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,607,species_id,ヒトモシ,불켜미,Litwick,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,608,species_id,ランプラー,램프라,Lampent,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
species,609,species_id,シャンデラ,샹델라,Chandelure,PKHeX.Core/Resources/text/other/ja/text_Species_ja.txt,PKHeX.Core/Resources/text/other/ko/text_Species_ko.txt,PKHeX.Core/Resources/text/other/en/text_Species_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
